uid,status,inspire_id,titulo_inspire,primeiro_autor,n_autores,ano_inspire,data_inspire,arxiv,doi,journal,citacoes,citacoes_sem_auto,tipo_doc,query_usada,obs
U0001,OK,9686,Complex Spinors and Unified Theories,"Gell-Mann, M.",3,1979,1979-09,1306.4669,,,4406,4396,,arxiv:1306.4669,
U0002,DUVIDOSO,140422,The Family Group in Grand Unified Theories,"Gell-Mann, M.",3,1979,1979-02,hep-ph/9809459,,,406,386,,arxiv:hep-ph/9809459,"Ano bate (1979) mas 1o autor do registro INSPIRE e Gell-Mann (nao Ramond, citado na referencia bruta como autor unico da palestra); Ramond aparece como 2o de 3 autores (Gell-Mann; Ramond; Slansky). Titulo do registro nao consta na referencia bruta. Apenas 1 ancora confirmada com certeza -> revisao manual recomendada."
U0003,OK,322331,Radiatively induced neutrino masses and large Higgs neutrino couplings in the standard model with Majorana fields,"Pilaftsis, A.",1,1991,1991-12,hep-ph/9901206,10.1007/BF01482590,"Z.Phys. C55, 275",465,407,,arxiv:hep-ph/9901206,"earliest_date 1991 vs publicacao 1992 (diferenca de 1 ano, dentro da tolerancia)."
U0004,OK,371451,The Be-7 solar neutrino line: A Reflection of the central temperature distribution of the sun,"Bahcall, J.N.",1,1994,1994-01,astro-ph/9401024,10.1103/PhysRevD.49.3923,"Phys.Rev. D49, 3923",83,75,,arxiv:astro-ph/9401024,
U0005,OK,418092,Standard neutrino spectrum from B-8 decay,"Bahcall, J.N.",6,1996,1996-01,nucl-th/9601044,10.1103/PhysRevC.54.411,"Phys.Rev. C54, 411",279,230,,arxiv:nucl-th/9601044,
U0006,OK,421580,Double beta decay of Ca-48,"Balysh, A.",10,1996,1996-08,nucl-ex/9608001,10.1103/PhysRevLett.77.5186,"Phys.Rev.Lett. 77, 5186",112,105,,arxiv:nucl-ex/9608001,
U0007,OK,394094,Future tau-neutrino oscillation experiments and present data,"Gomez-Cadenas, J.J.",2,1995,1995-04,hep-ph/9504246,10.1007/s002880050189,"Z.Phys. C71, 443",149,136,,arxiv:hep-ph/9504246,"earliest_date 1995 vs publicacao 1996 (diferenca de 1 ano, dentro da tolerancia)."
U0008,OK,400614,The Electroweak phase transition: A Nonperturbative analysis,"Kajantie, K.",4,1995,1995-10,hep-lat/9510020,10.1016/0550-3213(96)00052-1,"Nucl.Phys. B466, 189",633,581,,arxiv:hep-lat/9510020,"earliest_date 1995 vs publicacao 1996 (diferenca de 1 ano, dentro da tolerancia)."
U0009,OK,419885,"Supersymmetric neutrino masses, R symmetries, and the generalized mu problem","Nilles, H.P.",2,1996,1996-05,hep-ph/9606388,10.1016/S0550-3213(96)00511-1,"Nucl.Phys. B484, 33",225,217,,arxiv:hep-ph/9606388,"earliest_date 1996 vs publicacao 1997 (diferenca de 1 ano, dentro da tolerancia)."
U0010,OK,467841,Baryogenesis via neutrino oscillations,"Akhmedov, E.K.",3,1998,1998-03,hep-ph/9803255,10.1103/PhysRevLett.81.1359,"Phys.Rev.Lett. 81, 1359",715,705,,arxiv:hep-ph/9803255,"ATENCAO: arxiv id da planilha da tarefa (1805.11142) esta incorreto -- aponta para o nEXO Pre-Conceptual Design Report (2018, 169 autores), sem nenhuma relacao com a referencia (Akhmedov, Rubakov, Smirnov, 1998). Corrigido usando o arXiv id citado no texto bruto da referencia (hep-ph/9803255), que bate nas duas ancoras: ano 1998 e titulo/autores Akhmedov, Rubakov, Smirnov, 'Baryogenesis via neutrino oscillations', PRL 81,1359."
U0011,OK,476727,Comment on the possible electron neutrino excess in the Super-Kamiokande atmospheric neutrino experiment,"Kim, C.S.",2,1998,1998-09,hep-ph/9809491,10.1016/S0370-2693(98)01382-3,"Phys.Lett. B444, 204",25,24,,arxiv:hep-ph/9809491,
U0012,OK,476573,On the oscillation length resonance in the transitions of solar and atmospheric neutrinos crossing the earth core,"Chizhov, M.",3,1998,1998-07,hep-ph/9810501,,,134,104,,arxiv:hep-ph/9810501,
U0013,OK,470272,Diffractive-like (or parametric resonance-like?) enhancement of the earth (day-night) effect for solar neutrinos crossing the earth core,"Petcov, S.T.",1,1998,1998-05,hep-ph/9805262,10.1016/S0370-2693(98)00742-4,"Phys.Lett. B434, 321",241,206,,arxiv:hep-ph/9805262,
U0014,OK,448633,Do experiments suggest a hierarchy problem?,"Vissani, F.",1,1997,1997-09,hep-ph/9709409,10.1103/PhysRevD.57.7027,"Phys.Rev. D57, 7027",253,247,,arxiv:hep-ph/9709409,"earliest_date 1997 vs publicacao 1998 (diferenca de 1 ano, dentro da tolerancia)."
U0015,OK,478230,"Large mixing, family structure, and dominant block in the neutrino mass matrix","Vissani, F.",1,1998,1998-10,hep-ph/9810435,10.1088/1126-6708/1998/11/025,"JHEP 9811, 025",101,84,,arxiv:hep-ph/9810435,
U0016,OK,470738,Measurements of the solar neutrino flux from Super-Kamiokande's first 300 days,"Fukuda, Y.",126,1998,1998-05,hep-ex/9805021,10.1103/PhysRevLett.81.1158,"Phys.Rev.Lett. 81, 1158",1132,1053,,arxiv:hep-ex/9805021,"Colaboracao Super-Kamiokande (Fukuda et al.); erratum PRL 81,4279 citado na referencia bruta nao verificado separadamente."
U0017,OK,472711,Evidence for oscillation of atmospheric neutrinos,"Fukuda, Y.",121,1998,1998-07,hep-ex/9807003,10.1103/PhysRevLett.81.1562,"Phys.Rev.Lett. 81, 1562",9245,8771,,arxiv:hep-ex/9807003,
U0018,OK,470306,Parametric resonance of neutrino oscillations and passage of solar and atmospheric neutrinos through the earth,"Akhmedov, E.K.",1,1998,1998-05,hep-ph/9805272,10.1016/S0550-3213(98)00723-8,"Nucl.Phys. B538, 25",228,213,,arxiv:hep-ph/9805272,"earliest_date 1998 vs publicacao 1999 (diferenca de 1 ano, dentro da tolerancia)."
