uid,status,inspire_id,titulo_inspire,primeiro_autor,n_autores,ano_inspire,data_inspire,arxiv,doi,journal,citacoes,citacoes_sem_auto,tipo_doc,query_usada,obs
U0861,OK,1738797,Pinning down the strength function for ordinary muon capture on 100 Mo,Jokiniemi,4,2019,2019-07-10,,,Phys.Lett.B 794 (2019) 143-147,34,10,article,"j+Phys.Lett.B,794,143",match exato de journal e titulo
U0862,OK,1762750,Heavy ion charge exchange reactions as probes for nuclear β-decay,Lenske,4,2019,2019-11,,,Prog.Part.Nucl.Phys. 109 (2019) 103716,102,35,article,"j+Prog.Part.Nucl.Phys.,109,103716",match exato de journal e titulo; artigo de revisao
U0863,OK,1716444,Neutron drip line in the Ca region from Bayesian model averaging,Neufcourt,5,2019,2019-01-22,,,Phys.Rev.Lett. 122 (2019) 062502,149,131,article,"j+Phys.Rev.Lett.,122,062502",match exato de journal e titulo
U0864,OK,1681413,Mean field and beyond description of nuclear structure with the Gogny force: A review,Robledo,3,2019,2018-07-06,,,J.Phys.G 46 (2019) 013001,217,160,article,"j+J.Phys.G,46,013001","earliest_date=2018-07-06 (preprint) publicado em 2019, dentro da tolerancia de 1 ano; titulo e journal batem exatamente"
U0865,OK,1750837,Pairing properties of the double-β emitter 116Cd,Sharp,10,2019,2019-08-22,1910.12093,,Phys.Rev.C 100 (2019) 024329,5,4,article,arxiv:1910.12093,arXiv citado no bruto; titulo e journal batem
U0866,OK,1720559,Nonempirical Interactions for the Nuclear Shell Model: An Update,Stroberg,4,2019,2019-02-16,,,Ann.Rev.Nucl.Part.Sci. 69 (2019) 307-362,296,204,article,"j+Ann.Rev.Nucl.Part.Sci.,69,307",titulo no INSPIRE 'Nonempirical' vs 'Non-Empirical' no bruto (mesma grafia sem hifen); journal bate exatamente
U0867,OK,1733185,$^{78}$Ni revealed as a doubly magic stronghold against nuclear deformation,Taniuchi,,2019,2019-05-01,,,Nature 568 (2019) 53,183,94,article,"j+Nature,568,53 (TOTAL=0) -> t+doubly+magic+stronghold+deformation","busca por journal 'Nature,568,53' nao indexada dessa forma; localizado por titulo; bruto diz 'et al.' -> n_autores em branco"
U0868,OK,1714006,Isoscalar pairing interaction for the quasiparticle random-phase approximation approach to double-β and β decays,Terasaki,2,2019,2019-01-16,,,Phys.Rev.C 100 (2019) 034325,18,13,article,"j+Phys.Rev.C,100,034325","titulo INSPIRE e uma forma abreviada do titulo do bruto (mesmo artigo, journal e ano batem exatamente); DOI do bruto (10.1016/j.apradiso.2004.03.039) esta incorreto/nao pertence a este artigo -- nao usado, campo doi deixado em branco"
U0869,OK,1740102,Comparison between Variational Monte Carlo and Shell Model Calculations of Neutrinoless Double Beta Decay Matrix Elements in Light Nuclei,Wang,7,2019,2019-06-16,,,Phys.Lett.B 798 (2019) 134974,32,21,article,"j+Phys.Lett.B,798,134974",match exato de journal e titulo
U0870,OK,1768982,Interference Effects for $0\nu\beta\beta$ Decay in the Left-Right Symmetric Model,Ahmed,2,2020,2019-12-05,,,Phys.Rev.C 101 (2020) 035504,12,9,article,"j+Phys.Rev.C,101,035504","earliest_date=2019-12 (preprint) publicado em 2020, dentro da tolerancia; journal e titulo batem"
U0871,OK,1820310,Precise Half-Life Values for Two-Neutrino Double-β Decay: 2020 Review,Barabash,1,2020,2020-09-27,2009.14451,,Universe 6 (2020) 159,153,129,article,arxiv:2009.14451,arXiv citado no bruto; titulo bate exatamente
U0872,OK,1838604,Double Beta Decay to Excited States of Daughter Nuclei,Belli,7,2020,2020-12-13,,,Universe 6 (2020) 239,20,14,article,"j+Universe,6,239",match exato de journal e titulo
U0873,OK,1676540,Quenching of $g_{\rm A}$ deduced from the $\beta$-spectrum shape of $^{113}$Cd measured with the COBRA experiment,Bodenstein-Dresler,,2020,2018-06-06,,,"Phys.Lett.B 800, 135092 (2020)",50,18,article,"j+Phys.Lett.B,800,135092","titulo e journal(vol,pag) batem exatamente (2a ancora OK), mas earliest_date=2018-06-06 (provavel data do preprint arXiv) diverge 2 anos do ano de publicacao citado no bruto (2020), fora da tolerancia de +-1 ano -> so uma ancora confirmada com folga; bruto diz 'et al. (COBRA)' -> n_autores em branco | Promovido a OK pelo Opus: publication_info do INSPIRE traz Phys.Lett.B 800 135092 2020, identica a coordenada citada. earliest_date 2018-06 e a data do preprint; defasagem preprint->publicacao nao e motivo para DUVIDOSO (mesmo critério aplicado em B22/U0439 e B23/U0448)."
U0874,OK,1774033,Calculation of the neutrinoless double-β decay matrix element within the realistic shell model,Coraggio,5,2020,2020-01-03,2001.00890,,Phys.Rev.C 101 (2020) 044315,112,98,article,arxiv:2001.00890,"arXiv citado no bruto; titulo INSPIRE omite o artigo 'The' inicial, mesmo artigo"
U0875,OK,1781277,Sterile neutrinos and neutrinoless double beta decay in effective field theory,Dekens,5,2020,2020-02-17,,,JHEP 06 (2020) 097,117,90,article,"j+JHEP,2006,097",match exato de journal (JHEP volume=ano+mes) e titulo
U0876,OK,1792678,ZICOS - Neutrinoless Double Beta Decay experiment using Zr-96 with an organic liquid scintillator,Fukuda,8,2020,2020-03-21,,,J.Phys.Conf.Ser. 1468 (2020) 012139,10,7,proceedings,"j+J.Phys.Conf.Ser.,1468,012139",match exato de journal e titulo; artigo de conferencia
