uid,status,inspire_id,titulo_inspire,primeiro_autor,n_autores,ano_inspire,data_inspire,arxiv,doi,journal,citacoes,citacoes_sem_auto,tipo_doc,query_usada,obs
U0701,OK,742700,Short-range correlations and neutrinoless double beta decay,"Kortelainen, M.",4,2007,2007-01,,,"Phys. Lett. B 647, 128-132",140,103,article,"j+Phys.Lett.B,647,128","Kortelainen, Civitarese, Suhonen, Toivanen 2007. Titulo e journal batem exatamente."
U0702,OK,747550,The HARP detector at the CERN PS,"Catanesi, M.G.",,2007,2007-02,,,"Nucl. Instrum. Meth. A571, 527",102,49,article,"j+Nucl.Instrum.Meth.A,571,527",Catanesi et al. (HARP) 2007. Raw so da a coordenada de journal e diz 'et al.'; journal bate exatamente e o titulo retornado (artigo de descricao do detector HARP) e condizente com a colaboracao e a revista NIM-A. n_autores em branco (raw so diz et al.).
U0703,OK,747353,Mass and double-beta-decay Q value of Xe-136,"Redshaw, M.",4,2007,2007-03-28,,,"Phys. Rev. Lett. 98, 053003",201,196,article,"j+Phys.Rev.Lett.,98,053003","Redshaw, Wingfield, McDaniel, Myers 2007. Titulo e journal batem exatamente."
U0704,OK,759682,Nuclear Structure Aspects of the Neutrinoless Double Beta Decay,"Caurier, E.",3,2007,2007-09,,,"Eur. Phys. J. A 36, 195-200",100,92,article,"j+Eur.Phys.J.A,36,195","Caurier, Nowacki, Poves. earliest_date=2007-09 e a data do preprint, poucos meses antes da publicacao citada (2008); dentro da tolerancia. Titulo e journal batem exatamente."
U0705,OK,770308,Delta-excitations and the three-nucleon force,"Epelbaum, E.",3,2007,2007-12,,,"Nucl. Phys. A806, 65-78",99,54,article,"j+Nucl.Phys.A,806,65","Epelbaum, Krebs, Meissner. earliest_date=2007-12 e a data do preprint, publicacao citada e de 2008; dentro da tolerancia. Titulo (grafia com hifen) e journal batem."
U0706,OK,781002,Effects of orbital occupancies on the neutrinoless beta beta matrix element of Ge-76,"Suhonen, J.",2,2008,2008-03,,,"Phys. Lett. B 668, 277-281",71,53,article,"j+Phys.Lett.B,668,277","Suhonen, Civitarese 2008. Titulo e journal batem exatamente."
U0707,OK,820425,Neutrinoless double-beta decay in the microscopic interacting boson model,"Barea, J.",2,2009,2009-04,,,"Phys. Rev. C 79, 044301",414,385,article,"j+Phys.Rev.C,79,044301","Barea, Iachello 2009. Titulo e journal batem exatamente."
U0708,OK,806076,Three-Nucleon Low-Energy Constants from the Consistency of Interactions and Currents in Chiral Effective Field Theory,"Gazit, D.",3,2008,2008-12,,,"Phys. Rev. Lett. 103, 102502",300,253,article,"j+Phys.Rev.Lett.,103,102502","Gazit, Quaglioni, Navratil. earliest_date=2008-12 e a data do preprint, publicacao citada e de 2009; dentro da tolerancia. Raw cita erratum de 2019, ignorado conforme protocolo (usar a citacao principal). Titulo e journal batem exatamente."
U0709,OK,827135,High-pressure xenon gas electroluminescent TPC for 0nu beta beta-decay search,"Nygren, D.",1,2009,2009,,,"Nucl. Instrum. Meth. A 603, 337-348",88,57,article,"j+Nucl.Instrum.Meth.A,603,337","Nygren 2009, autor unico. Titulo e journal batem exatamente."
U0710,OK,816370,Importance Truncation for Large-Scale Configuration Interaction Approaches,"Roth, R.",1,2009,2009-03,,,"Phys. Rev. C 79, 064324",194,141,article,"j+Phys.Rev.C,79,064324","Roth 2009, autor unico. Titulo e journal batem exatamente."
