uid,status,inspire_id,titulo_inspire,primeiro_autor,n_autores,ano_inspire,data_inspire,arxiv,doi,journal,citacoes,citacoes_sem_auto,tipo_doc,query_usada,obs
U0923,OK,50176,Limits for lepton-conserving and lepton-nonconserving double beta decay in Ca-48,"der Mateosian, E",2,1966,1966,,,"Phys. Rev. 146, 810-815",69,69,article,"j+Phys.Rev.,146,810","primeiro_autor/journal/tipo_doc do texto bruto, nao da API; earliest_date 1966 == ano ref (tolerancia +-2 pre-1991 nao necessaria, bateu exato); titulo identico ao raw; journal (Phys.Rev.146,810) bate exatamente."
U0924,OK,417110,Effective $g_A$ in the pf shell,"Martı́nez-Pinedo, G",4,1996,1996-03,nucl-th/9603039,,"Phys. Rev. C 53, R2602",261,218,article,arxiv:nucl-th/9603039,"primeiro_autor/journal/tipo_doc do raw, nao da API; earliest 1996-03 == ano ref 1996; titulo bate (gA em italico na API); match via arXiv, via mais confiavel."
U0925,OK,444289,Double beta decays of Mo-100 and Nd-150,"De Silva, A S",4,1997,1997-06,nucl-ex/9706005,,"Phys. Rev. C 56, 2451-2467",118,118,article,arxiv:nucl-ex/9706005,primeiro_autor/journal/tipo_doc do raw; earliest 1997-06 == ano ref 1997; titulo identico; match via arXiv.
U0926,OK,1461663,Magnetic dipole response in nuclei at the N =28 shell closure: a new look,"von Neumann-Cosel, P",4,1998,1998,,,"Phys. Lett. B 443, 1-6",66,47,article,"j+Phys.Lett.B,443,1","primeiro_autor/journal/tipo_doc do raw, nao da API; earliest 1998 == ano ref 1998; titulo identico; journal (Phys.Lett.B 443,1) bate exatamente."
U0927,OK,529559,The Single state dominance hypothesis and the two neutrino double beta decay of Mo-100,"Šimkovic, F",3,2000,2000-06,,,"J. Phys. G 27, 2233-2240",73,48,article,"j+J.Phys.G,27,2233","primeiro_autor/journal/tipo_doc do raw, nao da API; earliest 2000-06 vs ano ref 2001 (diff 1, preprint->publicacao, dentro da tolerancia pos-1991); titulo identico; journal (J.Phys.G 27,2233) bate exatamente."
U0928,NAO_ENCONTRADO,,,"Theodórsson, M",,,,,10.1016/j.apradiso.2004.03.039,Applied Radiation and Isotopes 61,,,article,doi:10.1016/j.apradiso.2004.03.039 ; t+Underground+measurements+of+radioactivity ; a+laubenstein+and+date+2004,"primeiro_autor/journal/tipo_doc do raw (lista de autores no raw esta corrompida por erro de parsing do PDF, nomes fora de ordem -- nao e problema desta busca); 3 tentativas: (1) doi:10.1016/j.apradiso.2004.03.039 -> TOTAL=0; (2) t+Underground+measurements+of+radioactivity -> TOTAL=1 mas titulo 'Development of an underground HPGe array facility...' NAO bate (paper errado, 2015, nao 2004); (3) a+laubenstein+and+date+2004 -> TOTAL=4, nenhum com titulo 'Underground measurements of radioactivity'. Applied Radiation and Isotopes e revista fora do escopo tipico do INSPIRE-HEP (instrumentacao/radioquimica aplicada) -- provavel nao indexacao, semelhante aos casos pre-1950 do protocolo. status=NAO_ENCONTRADO."
U0929,OK,674496,See-saw energy scale and the LSND anomaly,"de Gouvea, Andre",1,2005,2005-01,hep-ph/0501039,,"Phys. Rev. D 72, 033005",160,141,article,arxiv:hep-ph/0501039,primeiro_autor/journal/tipo_doc do raw; earliest 2005-01 == ano ref 2005; titulo identico; match via arXiv.
U0930,OK,752945,"GeV seesaw, accidentally small neutrino masses, and Higgs decays to neutrinos","de Gouvea, Andre",1,2007,2007-06,0706.1732,,,80,65,preprint,arxiv:0706.1732,primeiro_autor/tipo_doc do raw; sem journal no raw (so arXiv) -> tipo_doc=preprint; earliest 2007-06 == ano ref 2007; titulo identico; match via arXiv.
U0931,OK,757787,"Double Beta Decay, Majorana Neutrinos, and Neutrino Mass","Avignone, III, F T",3,2007,2007-08,0708.1033,,"Rev. Mod. Phys. 80, 481-516",1106,1013,review,arxiv:0708.1033,"primeiro_autor/journal/tipo_doc do raw (Rev.Mod.Phys. e revista de revisao -> tipo_doc=review); earliest 2007-08 vs ano ref 2008 (diff 1, preprint->publicacao, dentro da tolerancia); titulo identico; match via arXiv. DUPLICATA ESPERADA: mesmo trabalho ja coletado em outro bloco (Avignone/Elliott/Engel 2008) -- normal, dedup por inspire_id ocorre em consolidar.py."
U0932,OK,757943,A Survey of Lepton Number Violation Via Effective Operators,"de Gouvea, A",2,2007,2007-08,0708.1344,,"Phys.Rev.D 77, 013008",225,213,article,arxiv:0708.1344,"primeiro_autor/journal/tipo_doc do raw; earliest 2007-08 vs ano ref 2008 (diff 1, dentro da tolerancia); titulo identico (so capitalizacao); match via arXiv."
U0933,OK,796506,Deformation and the Nuclear Matrix Elements of the Neutrinoless Double Beta Decay,"Menéndez, J",4,2008,2008-09,,,"Proc. Int. Sch. Phys. Fermi 170, 163-174",21,18,proceedings,"j+Proc.Int.Sch.Phys.Fermi,170,163","primeiro_autor/journal/tipo_doc do raw (e um proceedings da Enrico Fermi School -> tipo_doc=proceedings); earliest 2008-09 vs ano ref 2009 (diff 1, dentro da tolerancia); titulo bate (raw usa simbolo beta-beta, API escreve por extenso); journal (Proc.Int.Sch.Phys.Fermi 170,163) bate exatamente -- ancora primaria usada para distinguir dos outros 3 papers do grupo Menendez/Poves/Caurier/Nowacki no bloco."
U0934,OK,778074,Disassembling the Nuclear Matrix Elements of the Neutrinoless double beta Decay,"Menéndez, J",4,2008,2008-01,,,"Nucl. Phys. A818, 139-151",578,537,article,"j+Nucl.Phys.A,818,139","primeiro_autor/journal/tipo_doc do raw; earliest 2008-01 vs ano ref 2009 (diff 1, dentro da tolerancia); titulo praticamente identico ('beta beta' vs 'double beta' -- mesma obra); journal (Nucl.Phys.A818,139) bate exatamente -- ancora primaria para distinguir dos outros 3 papers do mesmo grupo no bloco. inspire_id 778074 confirmado DIFERENTE de U0933(796506), U0935(821814) e U0938(859783)."
U0935,OK,821814,The occupancies of individual orbits and the nuclear matrix element of the Ge-76 neutrinoless beta beta decay,"Menéndez, J",4,2009,2009-06,,,"Phys. Rev. C 80, 048501",92,76,article,"j+Phys.Rev.C,80,048501","primeiro_autor/journal/tipo_doc do raw; earliest 2009-06 == ano ref 2009; titulo identico (so pontuacao); journal (Phys.Rev.C 80,048501) bate exatamente -- ancora primaria para distinguir dos outros 3 papers do mesmo grupo no bloco. inspire_id 821814 confirmado DIFERENTE dos demais Menendez do bloco."
U0936,OK,812366,The 0nbb-decay nuclear matrix elements with self-consistent short-range correlations,"Šimkovic, F",5,2009,2009-02,,,"Phys. Rev. C 79, 055501",359,308,article,"j+Phys.Rev.C,79,055501","primeiro_autor/journal/tipo_doc do raw; earliest 2009-02 == ano ref 2009; titulo identico (0nbb = 0vBB); journal (Phys.Rev.C 79,055501) bate exatamente -- ancora usada para distinguir do outro Simkovic do bloco (U0927, J.Phys.G 27,2233,2001)."
U0937,OK,893130,Chiral two-body currents in nuclei: Gamow-Teller transitions and neutrinoless double-beta decay,"Menéndez, J",3,2011,2011-03,,,"Phys. Rev. Lett. 107, 062501",244,203,article,"j+Phys.Rev.Lett.,107,062501","primeiro_autor/journal/tipo_doc do raw; earliest 2011-03 == ano ref 2011; titulo identico (so hifen); journal (Phys.Rev.Lett.107,062501) bate exatamente -- autores diferentes dos outros Menendez do bloco (Gazit, Schwenk, sem Poves/Caurier/Nowacki), consistente com inspire_id distinto."
