uid,status,inspire_id,titulo_inspire,primeiro_autor,n_autores,ano_inspire,data_inspire,arxiv,doi,journal,citacoes,citacoes_sem_auto,tipo_doc,query_usada,obs
U0761,NAO_ENCONTRADO,,,"Finch, S. W.",1,,,,,,,,thesis,"t+Double-Beta+Decay+of+96Zr+and+Double-Electron+Capture+of+156Dy (TOTAL=0); a+finch+and+date+2015 (TOTAL=24, nenhum e o autor da tese)","Tese de doutorado (Duke University, 2015) sobre 96Zr e 156Dy. Teses normalmente nao sao indexadas no INSPIRE; NAO_ENCONTRADO e o resultado esperado (ver nota do bloco)."
U0762,OK,1390149,Nuclear forces and their impact on neutron-rich nuclei and neutron-rich matter,"Hebeler, K.",4,2015,2015-08-27,,,"Ann. Rev. Nucl. Part. Sci. 65, 457-484",259,185,article,"j+Ann.Rev.Nucl.Part.Sci.,65,457","Titulo e journal batem exatamente com o raw. Raw lista 4 autores (Hebeler, Holt, Menendez, Schwenk)."
U0763,OK,1345995,Nuclear matrix elements for 0νββ decays with light or heavy Majorana-neutrino exchange,"Hyvarinen, J.",2,2015,2015-02-18,,,"Phys. Rev. C 91, 024613",297,273,article,"j+Phys.Rev.C,91,024613",Titulo e journal batem exatamente com o raw.
U0764,NAO_ENCONTRADO,,,IAEA,,,,,,,,,report,"t+Fukushima+Daiichi+Accident (TOTAL=3, nenhum e o relatorio 'The Fukushima Daiichi Accident' da IAEA)","Publicacao tecnica nao-serial da IAEA (2015), nao e artigo de periodico; busca por titulo devolveu 3 artigos distintos sobre o acidente de Fukushima, nenhum correspondendo ao relatorio da IAEA em si. NAO_ENCONTRADO e esperado para este tipo de documento."
U0765,OK,1316550,Ingredients of nuclear matrix element for two-neutrino double-beta decay of 48Ca,"Iwata, Y.",6,2014,2014-09-13,1409.4003,,"JPS Conf. Proc. 6, 030057",14,13,proceedings,arxiv:1409.4003,"Raw ja trazia o arXiv id (1409.4003) junto da citacao de journal. Titulo bate exatamente; earliest_date=2014 e a data do preprint, ~1 ano antes da publicacao (2015) - normal, dentro da tolerancia de +-1 ano."
U0766,OK,1351845,Calcium isotope enrichment by means of multi-channel counter-current electrophoresis for the study of particle and nuclear physics,"Kishimoto, T.",4,2015,2015-03-10,,,"PTEP 2015 (3), 033D03",7,3,article,"j+PTEP,2015,033D03","Titulo bate (raw tem 'multichannel' sem hifen, INSPIRE tem 'multi-channel' - mesma obra); journal PTEP 2015,033D03 bate exatamente."
U0767,OK,1340395,A novel assay method for the trace determination of Th and U in copper and lead using inductively coupled plasma mass spectrometry,"LaFerriere, B. D.",4,2015,2015-03-01,,,"Nucl. Instrum. Meth. A 775, 93-98",48,33,article,"j+Nucl.Instrum.Meth.A,775,93",Titulo e journal batem exatamente com o raw.
U0768,OK,1328549,Shell model studies of the $^{130}$Te neutrinoless double-beta decay,"Neacsu, A.",2,2014,2014-11-16,,,"Phys. Rev. C 91, 024309",110,87,article,"j+Phys.Rev.C,91,024309","Raw tem 'T e' (OCR quebrado de '130Te'); journal bate exatamente e titulo corresponde. earliest_date=2014 (preprint), publicado 2015 - dentro da tolerancia de +-1 ano."
U0769,OK,1370582,Systematic approach to β and 2νββ decays of mass A=100–136 nuclei,"Pirinen, P.",2,2015,2015-05-11,,,"Phys. Rev. C 91, 054309",120,85,article,"j+Phys.Rev.C,91,054309",Titulo e journal batem exatamente com o raw.
U0770,OK,1377603,Reexamining the light neutrino exchange mechanism of the 0νββ decay with left- and right-handed leptonic and hadronic currents,"Stefanik, D.",4,2015,2015-06-23,,,"Phys. Rev. C 92, 055502",98,79,article,"j+Phys.Rev.C,92,055502",Titulo e journal batem exatamente com o raw.
