uid,status,inspire_id,titulo_inspire,primeiro_autor,n_autores,ano_inspire,data_inspire,arxiv,doi,journal,citacoes,citacoes_sem_auto,tipo_doc,query_usada,obs
U0641,OK,324833,New approach to the detection of neutrinoless double beta decay,"Moe, M.K.",1,1991,1991,,,"Phys. Rev. C44, 931-934",81,81,article,"j+Phys.Rev.C,44,931","Moe 1991a, titulo e journal batem exatamente com o raw. Ha erratum entre colchetes no raw ([,1019(1991)]) que foi ignorado conforme protocolo."
U0642,OK,332360,Observation of a small atmospheric muon-neutrino / electron-neutrino ratio in Kamiokande,"Hirata, K.S. et al.",,1992,1992-01,,,"Phys. Lett. B280, 146",1196,1125,article,"j+Phys.Lett.B,280,146","Kamiokande-II, artigo classico da anomalia de neutrinos atmosfericos. Journal e ano batem exatamente."
U0643,OK,383968,Neutrinos in physics and astrophysics,"Kim, C.W. and Pevsner, A.",2,1993,1993,,,"Contemp. Concepts Phys. 8, 1",22,22,book,"t+neutrinos+physics+astrophysics+and+date+1993","Livro/monografia. Busca por journal (Contemp.Concepts.Phys.,8,1) deu TOTAL=0; encontrado por titulo+data. Titulo e ano batem exatamente."
U0644,OK,370205,Gamow-Teller beta-decay rates for A <= 18 nuclei,"Chung, W.T., Wildenthal, B.H. and Brown, B.A.",3,1993,1993-01,,,"Phys. Rev. C 47, 163",159,138,article,"j+Phys.Rev.C,47,163","Raw nao traz titulo (citacao truncada com aspas vazias); journal, volume, pagina e ano batem exatamente (Chung/Chuo, Wildenthal, Brown 1993)."
U0645,NAO_ENCONTRADO,,,"Zeldovich, Y.B., Jackson, E. and Granik, A.",3,,,,,"Selected Works of Yakov Borisovich Zeldovich, Vol. II (Princeton University Press), pp. 56-61",,,book chapter,"t+conservation+of+nuclear+charge+v-particles ; a+zeldovich+and+date+1953 ; a+zeldovich+and+date+1952","Capitulo de livro (reedicao de 1993 de trabalho antigo de Zeldovich sobre conservacao de carga nuclear e novo tipo de v-particulas). Tres tentativas (titulo e autor+date em 1953 e 1952) devolveram TOTAL=0. Cobertura do INSPIRE para esse tipo de reedicao/traducao parece ausente; NAO_ENCONTRADO legitimo."
U0646,OK,386231,Neutrinoless double beta decay beyond closure approximation,"Muto, K.",1,1994,1994,,,"Nucl. Phys. A 577, 415C-420C",10,10,article,"t+neutrinoless+double+beta+decay+beyond+closure+approximation","Busca por journal (Nucl.Phys.A,577,415) deu TOTAL=0 (provavel pagina de proceedings nao indexada assim); encontrado por titulo. Titulo e ano batem exatamente. Existe tambem 303439 (1990, titulo similar 'matrix elements'), descartado por nao bater o ano."
U0647,OK,375027,Atmospheric muon-neutrino / electron-neutrino ratio in the multiGeV energy range,"Fukuda, Y. et al.",,1994,1994-06,,,"Phys. Lett. B335, 237",1401,1289,article,"j+Phys.Lett.B,335,237","Kamiokande, artigo classico multi-GeV de neutrinos atmosfericos. Journal e ano batem exatamente."
U0648,OK,394879,Vertical muon intensity measured with MACRO at the Gran Sasso Laboratory,"Ambrosio, M. et al.",,1995,1995-02,,,"Phys. Rev. D 52, 3793-3802",261,218,article,"j+Phys.Rev.D,52,3793","MACRO collaboration. Titulo e journal batem exatamente com o raw."
U0649,OK,404358,Observation of two neutrino double beta decay of Cd-116 with the tracking detector NEMO-2,"Arnold, R. et al.",,1995,1995,,,"JETP Lett. 61, 170-174",18,9,article,"t+observation+of+two+neutrino+double+beta+decay+of+Cd-116","NEMO collaboration. Titulo bate exatamente; confirmado tambem por journal (j+JETP.Lett.,61,170) retornando o mesmo inspire_id."
U0650,OK,399933,Two neutrino double beta decay of Mo-100 to the first excited 0+ state in Ru-100,"Barabash, A.S. et al.",,1995,1995,,,"Phys. Lett. B 345, 408-413",105,67,article,"j+Phys.Lett.B,345,408","Titulo e journal batem exatamente com o raw."
