uid,status,inspire_id,titulo_inspire,primeiro_autor,n_autores,ano_inspire,data_inspire,arxiv,doi,journal,citacoes,citacoes_sem_auto,tipo_doc,query_usada,obs
U0821,OK,1657912,New Leading Contribution to Neutrinoless Double-β Decay,Cirigliano,7,2018,2018-02-27,,,"Phys. Rev. Lett. 120, 202001",207,155,article,"j+Phys.Rev.Lett.,120,202001","titulo e journal batem exatamente com o bruto. Grupo Cirigliano/Dekens/Mereghetti (2018a) — verificado inspire_id distinto de U0822/U0823/U0839 (sem colisao)."
U0822,OK,1628814,Neutrinoless double-β decay in effective field theory: The light-Majorana neutrino-exchange mechanism,Cirigliano,4,2017,2017-10-04,,,"Phys. Rev. C 97, 065501",106,84,article,"j+Phys.Rev.C,97,065501","earliest_date=2017 (preprint), publicacao nominal 2018 (2018b); dentro da tolerancia. Titulo e journal batem. inspire_id distinto de U0821/U0823/U0839."
U0823,OK,1676798,A neutrinoless double beta decay master formula from effective field theory,Cirigliano,5,2018,2018-06-07,,,"JHEP 12, 097",187,151,article,"j+JHEP,1812,097","titulo e journal (JHEP 1812=dez/2018) batem. 2018c. inspire_id distinto de U0821/U0822/U0839 — sem colisao entre os artigos quase-identicos do grupo."
U0824,OK,1706663,Low background neutron activation: a high sensitivity technique for long-lived radionuclides determination in rare events physics experiments,Clemenza,1,2018,2018-11-09,,10.1007/s10967-018-6333-z,"J. Radioanal. Nucl. Chem.",8,7,article,"doi:10.1007/s10967-018-6333-z","DOI do bruto estava truncado (10.1007/s10967- 018-6333-z); reconstituido sem espaco. Titulo bate exatamente."
U0825,OK,1632045,Short range correlations and the isospin dependence of nuclear correlation functions,Cruz-Torres,8,2017,2017-10-22,,,"Phys. Lett. B 785, 304-308",43,27,article,"j+Phys.Lett.B,785,304","earliest_date=2017 (preprint), publicacao nominal 2018; dentro da tolerancia. Titulo bate."
U0826,OK,1683618,Search for creation of electrons in lab,Dell’Oro,3,2018,2018-07-19,,,"J. Phys. Conf. Ser. 1056, 012059",4,0,proceedings,"t+creation+of+electrons+in+lab","busca por titulo deu TOTAL=1, titulo identico (literal) ao bruto — titulo incomum mas confirmado pelo INSPIRE; ano bate."
U0827,OK,1639292,Neutrinoless Double Beta Decay and the Baryon Asymmetry of the Universe,Deppisch,4,2017,2017-11-28,,,"Phys. Rev. D 98, 055029",89,57,article,"j+Phys.Rev.D,98,055029","earliest_date=2017 (preprint), publicacao nominal 2018; dentro da tolerancia. Titulo e journal batem."
U0828,OK,1664321,0νββ-decay nuclear matrix element for light and heavy neutrino mass mechanisms from deformed QRPA,Fang,3,2018,2018-03-24,,,"Phys. Rev. C 97, 045503",118,100,article,"j+Phys.Rev.C,97,045503","titulo INSPIRE abreviado (QRPA) mas mesmo artigo; journal bate exatamente."
U0829,OK,1599969,Microscopic Clustering in Light Nuclei,Freer,5,2017,2017-05-17,,,"Rev. Mod. Phys. 90, 035004",366,309,review,"j+Rev.Mod.Phys.,90,035004","earliest_date=2017 (preprint), publicacao nominal 2018; dentro da tolerancia. Titulo e journal batem."
U0830,OK,1699484,Charge-exchange reactions and the quest for resolution,Frekers,2,2018,2018-10-22,,,"Eur. Phys. J. A 54, 177",55,53,review,"j+Eur.Phys.J.A,54,177","titulo e journal batem exatamente."
U0831,NAO_ENCONTRADO,,,Gonokami,1,,,,,,,,,"t+hyperkamiokande+president+tokyo","TOTAL=0. Trata-se de comunicado institucional (pagina web hyperk.org), nao um artigo cientifico; nao indexado no INSPIRE-HEP, como esperado."
U0832,OK,1648168,Shell model study of using an effective field theory for disentangling several contributions to neutrinoless double-β decay,Horoi,2,2018,2018-01-13,,,"Phys. Rev. C 98, 035502",34,19,article,"j+Phys.Rev.C,98,035502","titulo e journal batem exatamente."
U0833,OK,1623926,"Neutrinoless double-β decay of ¹²⁴Sn, ¹³⁰Te, and ¹³⁶Xe in the Hamiltonian-based generator-coordinate method",Jiao,3,2017,2017-09-15,,,"Phys. Rev. C 98, 064324",29,23,article,"j+Phys.Rev.C,98,064324","earliest_date=2017 (preprint), publicacao nominal 2018; dentro da tolerancia. Titulo (isotopos em notacao INSPIRE) e journal batem."
U0834,NAO_ENCONTRADO,,,Kishimoto,1,,,,,,,,,"a+kishimoto+and+t+CANDLES+and+date+2018 | t+CANDLES+future+prospect","Nenhum resultado com titulo e ano batendo simultaneamente. Candidatos mais proximos por titulo (recid 1468924, 2016; recid 1792674, 2020, 'Status of 48Ca double beta decay search and its future prospect in CANDLES') tem ano fora da tolerancia (+/-1) e autoria nao confirmada; provavel talk de workshop (DBD18) sem registro proprio no INSPIRE. Marcado NAO_ENCONTRADO em vez de DUVIDOSO por falta de segunda ancora confiavel."
U0835,OK,1625781,Properties of nuclei up to A=16 using local chiral interactions,Lonardoni,7,2017,2017-09-26,,,"Phys. Rev. Lett. 120, 122502",109,78,article,"j+Phys.Rev.Lett.,120,122502","earliest_date=2017 (preprint), publicacao nominal 2018; dentro da tolerancia. Titulo e journal batem."
