uid,status,inspire_id,titulo_inspire,primeiro_autor,n_autores,ano_inspire,data_inspire,arxiv,doi,journal,citacoes,citacoes_sem_auto,tipo_doc,query_usada,obs
U0241,OK,1514763,Online $^{222}$Rn removal by cryogenic distillation in the XENON100 experiment,"Aprile, E.",,2017,2017-02-22,1702.06942,,"Eur.Phys.J.C,77,358",69,17,article,arxiv:1702.06942,"primeiro_autor/n_autores/journal/tipo_doc do texto bruto (PDF), nao da API (autores omitidos da consulta por protocolo). Titulo e ano batem exatamente."
U0242,OK,1495205,Physical effects involved in the measurements of neutrino masses with future cosmological data,"Archidiacono, M.",4,2017,2016-10-31,1610.09852,,"JCAP,02,052",126,98,article,arxiv:1610.09852,"primeiro_autor/n_autores/journal do texto bruto (4 autores nomeados). earliest_date 2016 vs ano da ref 2017 (diferenca 1 ano, dentro da tolerancia); titulo bate exatamente."
U0243,OK,1491409,Enriched TeO$_2$ bolometers with active particle discrimination: towards the CUPID experiment,"Artusa, D.R.",,2017,2016-10-10,1610.03513,,"Phys.Lett.B767,321",59,34,article,arxiv:1610.03513,"primeiro_autor/journal do texto bruto (colaboracao, et al.). earliest_date 2016 vs ano da ref 2017 (diferenca 1 ano, tolerancia ok); titulo bate exatamente."
U0244,OK,1598226,Global Bayesian analysis of neutrino mass data,"Caldwell, A.",4,2017,2017-05-04,1705.01945,,"Phys.Rev.D,96,073001",73,65,article,arxiv:1705.01945,primeiro_autor/n_autores/journal do texto bruto (4 autores nomeados). Titulo e ano batem exatamente.
U0245,OK,1490028,Cherenkov and Scintillation Light Separation in Organic Liquid Scintillators,"Caravaca, J.",5,2017,2016-10-06,1610.02011,,"Eur.Phys.J.C,77,811",51,32,article,arxiv:1610.02011,"primeiro_autor/n_autores/journal do texto bruto (5 autores nomeados). earliest_date 2016 vs ano da ref 2017 (diferenca 1 ano, tolerancia ok); titulo bate exatamente."
U0246,OK,1486389,A high-resolution CMOS imaging detector for the search of neutrinoless double beta decay in $^{82}$Se,"Chavarria, A.E.",4,2017,2016-09-12,1609.03887,,"JINST,12,P03022",17,10,article,arxiv:1609.03887,"primeiro_autor/n_autores/journal do texto bruto (4 autores nomeados). earliest_date 2016 vs ano da ref 2017 (diferenca 1 ano, tolerancia ok); titulo bate (notacao 82Se)."
U0247,OK,1494812,PandaX-III: Searching for Neutrinoless Double Beta Decay with High Pressure $^{136}$Xe Gas Time Projection Chambers,"Chen, X.",,2017,2016-10-27,1610.08883,,"Sci.China Phys.Mech.Astron.,60,061011",153,96,article,arxiv:1610.08883,"primeiro_autor/journal do texto bruto (colaboracao PandaX-III, et al.). earliest_date 2016 vs ano da ref 2017 (diferenca 1 ano, tolerancia ok); titulo bate exatamente."
U0248,OK,1514292,Production of 82Se enriched Zinc Selenide (ZnSe) crystals for the study of neutrinoless double beta decay,"Dafinei, I.",,2017,2017-02-20,1702.05877,,"J.Cryst.Growth,475,158",38,13,article,arxiv:1702.05877,primeiro_autor/journal do texto bruto (et al.). Titulo e ano batem exatamente.
U0249,OK,1488534,Testing the low scale seesaw and leptogenesis,"Drewes, Marco",4,2017,2016-09-28,1609.09069,,"JHEP,08,018",130,82,article,arxiv:1609.09069,"primeiro_autor/n_autores/journal do texto bruto (4 autores nomeados). earliest_date 2016 vs ano da ref 2017 (diferenca 1 ano, tolerancia ok); titulo bate exatamente."
U0250,OK,1518641,"Solar neutrino interactions with the double beta decay nuclei of $^{82}$Se, $^{100}$Mo and $^{150}$Nd","Ejiri, H.",2,2017,2017-03-20,1703.06915,,"Phys.Rev.C,95,055501",20,15,article,arxiv:1703.06915,primeiro_autor/n_autores/journal do texto bruto (Ejiri e Elliott). Titulo e ano batem exatamente.
U0251,OK,1589439,Evolution of the Reactor Antineutrino Flux and Spectrum at Daya Bay,"An, F.P.",,2017,2017-04-04,1704.01082,,"Phys.Rev.Lett.,118,251801",274,196,article,arxiv:1704.01082,"referencia bruta so cita journal/colaboracao (F.P. An et al., Daya Bay); primeiro_autor/journal do texto bruto. Titulo do INSPIRE nao consta na referencia mas e consistente com a colaboracao Daya Bay citada; ano bate exatamente (2017)."
