uid,status,inspire_id,titulo_inspire,primeiro_autor,n_autores,ano_inspire,data_inspire,arxiv,doi,journal,citacoes,citacoes_sem_auto,tipo_doc,query_usada,obs
U0061,OK,644628,Series expansions for three flavor neutrino oscillation probabilities in matter,"Akhmedov, E.K.",5,2004,2004-02,hep-ph/0402175,10.1088/1126-6708/2004/04/078,"JHEP 04, 078",421,377,,arxiv:hep-ph/0402175,
U0062,OK,649999,Double beta decay,"Elliott, S.R.",2,2004,2004-05,hep-ph/0405078,10.1088/0954-3899/30/9/R01,"J. Phys. G 30, R183",240,218,,arxiv:hep-ph/0405078,
U0063,OK,655712,Observables sensitive to absolute neutrino masses: Constraints and correlations from world neutrino data,"Fogli, G.L.",7,2004,2004-08,hep-ph/0408045,10.1103/PhysRevD.70.113003,"Phys.Rev.D 70, 113003",180,146,,arxiv:hep-ph/0408045,
U0064,OK,647907,Search for neutrinoless double beta decay with enriched Ge-76 in Gran Sasso 1990-2003,"Klapdor-Kleingrothaus, H.V.",4,2004,2004-04,hep-ph/0404088,10.1016/j.physletb.2004.02.025,"Phys. Lett. B 586, 198",688,673,,arxiv:hep-ph/0404088,
U0065,OK,656909,Measuring the deviation of the 2-3 lepton mixing from maximal with atmospheric neutrinos,"Gonzalez-Garcia, M.C.",3,2004,2004-08,hep-ph/0408170,10.1103/PhysRevD.70.093005,"Phys.Rev. D70, 093005",97,76,,arxiv:hep-ph/0408170,"Titulo do INSPIRE nao consta na referencia bruta (so journal); confirmado por journal/DOI exato (Phys.Rev.D70,093005) e author_count=3 batendo com Gonzalez-Garcia, Maltoni, Smirnov."
U0066,OK,629349,"Atmospheric neutrinos: LMA oscillations, U(e3) induced interference and CP violation","Peres, O.L.G.",2,2003,2003-09,hep-ph/0309312,10.1016/j.nuclphysb.2003.12.017,"Nucl. Phys. B680, 479",164,146,,arxiv:hep-ph/0309312,"earliest_date 2003 vs publicacao citada 2004 (diferenca de 1 ano, dentro da tolerancia); confirmado por journal/DOI exato e author_count=2 (Peres e Smirnov)."
U0067,OK,635918,Neutron flux underground revisited,"Wulandari, H.",4,2003,2003-12,hep-ex/0312050,10.1016/j.astropartphys.2004.07.005,"Astropart. Phys. 22, 313",162,146,,arxiv:hep-ex/0312050,"earliest_date 2003 vs publicacao citada 2004 (diferenca de 1 ano, dentro da tolerancia); titulo e author_count=4 conferem com a referencia bruta."
U0068,OK,649129,Evidence for an oscillatory signature in atmospheric neutrino oscillation,"Ashie, Y.",138,2004,2004-04,hep-ex/0404034,10.1103/PhysRevLett.93.101801,"Phys. Rev. Lett. 93, 101801",1130,981,,arxiv:hep-ex/0404034,
U0069,OK,677890,"The nuMSM, dark matter and neutrino masses","Asaka, T.",3,2005,2005-03,hep-ph/0503065,10.1016/j.physletb.2005.09.070,"Phys. Lett. B 631, 151",1090,1011,,arxiv:hep-ph/0503065,
U0070,OK,677505,"Electron energy spectra, fluxes, and day-night asymmetries of B-8 solar neutrinos from measurements with NaCl dissolved in the heavy-water detector at the Sudbury Neutrino Observatory","Aharmim, B.",144,2005,2005-02,nucl-ex/0502021,10.1103/PhysRevC.72.055502,"Phys. Rev. C72, 055502",1105,967,,arxiv:nucl-ex/0502021,"Titulo do INSPIRE nao consta na referencia bruta (so journal/colab. SNO); confirmado por journal/DOI exato (Phys.Rev.C72,055502) e author_count=144 (colaboracao SNO)."
