uid,status,inspire_id,titulo_inspire,primeiro_autor,n_autores,ano_inspire,data_inspire,arxiv,doi,journal,citacoes,citacoes_sem_auto,tipo_doc,query_usada,obs
U0541,OK,1377064,The Streamer Chamber,Dolgoshein,3,1964,1964,,,"Nucl.Instr.Meth. 29, 270",4,4,article,t+streamer+chamber,"primeiro_autor/n_autores/journal/tipo_doc do texto bruto (Dolgoshein, Rodionov, Luchkov - 3 autores nomeados), nao da API. Ancoras: ano bate exatamente (1964) e titulo praticamente identico (raw: 'Streamer chamber' vs INSPIRE: 'The Streamer Chamber')."
U0542,OK,1319436,Detection of muons produced by cosmic ray neutrinos deep underground,"Achar, C.V.",,1965,1965-08,,,"Phys.Lett. 18, 196",221,216,article,"j+Phys.Lett.,18,196","primeiro_autor/tipo_doc do raw ('C. V. Achar et al.' -> n_autores em branco). Ancoras: ano bate e coordenada de journal identica. Artigo companheiro de U0543 (Reines): ambos sobre deteccao de neutrinos cosmicos em minas profundas, mesma epoca."
U0543,OK,48847,Evidence for high-energy cosmic ray neutrino interactions,"Reines, F.",,1965,1965-08,,,"Phys.Rev.Lett. 15, 429",219,214,article,"j+Phys.Rev.Lett.,15,429",primeiro_autor/tipo_doc do raw ('F. Reines et al.' -> n_autores em branco). Ancoras: ano e coordenada de journal batem exatamente. Artigo companheiro de U0542 (experimento de Reines na mina de ouro sul-africana).
U0544,OK,51319,Neutrino Experiments and the Problem of Conservation of Leptonic Charge,"Pontecorvo, B.",1,1967,1967,,,"Zh.Eksp.Teor.Fiz. 53, 1717",2876,2863,article,"j+Zh.Eksp.Teor.Fiz.,53,1717","primeiro_autor/tipo_doc do raw. Ancoras: ano e coordenada de journal batem exatamente, titulo tambem confere. ATENCAO DUPLICATA: mesma referencia que U0547 no corpus mestre (citada por outra fonte via titulo em vez de journal) - mesmo inspire_id 51319; U0547 foi marcado DUVIDOSO para nao duplicar inspire_id OK dentro do bloco."
U0545,OK,1432322,Double beta decay in $^{48}$Ca and the conservation of leptons,"Bardin, R.K.",4,1967,1967,,,"Phys.Lett.B 26, 112",41,38,article,"j+Phys.Lett.B,26,112","primeiro_autor/n_autores/journal/tipo_doc do raw (Bardin, Gollon, Ullman, Wu - 4 autores). Busca por titulo (t+double+beta+decay+in+48+ca+and+the+conservation+of+leptons) deu TOTAL=0 (provavel indexacao com $^{48}$Ca atrapalhando parser); busca por journal funcionou. Ancoras: ano e titulo batem."
U0546,OK,51346,A Search for Lepton Nonconservation in Double Beta Decay With a Germanium Detector,"Fiorini, E.",5,1967,1967,,,"Phys.Lett. 25B, 602",108,95,article,t+search+for+lepton+nonconservation+in+double+beta+decay+with+a+germanium+detector,"primeiro_autor/n_autores/journal/tipo_doc do raw (Fiorini, Pullia, Bertolini, Cappellani, Restelli - 5 autores). Raw cita colchete de errata [,662(1967)], ignorado (nao e citacao principal). Ancoras: ano e titulo identicos."
U0547,OK,51319,Neutrino Experiments and the Problem of Conservation of Leptonic Charge,"Pontecorvo, B.",1,1967,1967,,,"Zh.Eksp.Teor.Fiz. 53, 1717",2876,2863,article,t+neutrino+experiments+and+the+problem+of+conservation+of+leptonic+charge,"DUPLICATA LEGITIMA: mesma referencia que U0544 no corpus mestre (mesmo artigo de Pontecorvo 1967, unico registro INSPIRE localizado, inspire_id 51319). Ano e titulo batem perfeitamente (as duas ancoras OK), mas classificado DUVIDOSO em vez de OK apenas para nao duplicar inspire_id marcado OK dentro do mesmo bloco (validador sinaliza duplicata de inspire_id como possivel erro de match); nao e erro de busca, e coincidencia de duas fontes do corpus mestre citando o mesmo paper. | Restaurado para OK pelo Opus: a linha esta correta; e a mesma obra de outro uid do bloco, citada pelas duas reviews. A deduplicacao por inspire_id acontece em consolidar.py — rebaixar o status falsearia a taxa de recuperacao."
U0548,OK,51345,"Violation of CP Invariance, C asymmetry, and baryon asymmetry of the universe","Sakharov, A.D.",1,1967,1967,,,"Pisma Zh.Eksp.Teor.Fiz. 5, 32",5876,5872,article,t+violation+of+cp+invariance+c+asymmetry+and+baryon+asymmetry+of+the+universe,"primeiro_autor/journal/tipo_doc do raw. Ancoras: ano e titulo identicos. Artigo fundacional de bariogenese (condicoes de Sakharov, 1967)."
U0549,OK,53178,Superweak interactions and double beta decay,"Pontecorvo, B.",1,1968,1968,,,"Phys.Lett.B 26, 630",144,142,article,t+superweak+interactions+and+double+beta+decay,primeiro_autor/journal/tipo_doc do raw. Ancoras: ano e titulo identicos.
U0550,OK,53047,Search for neutrinos from the sun,"Davis, R. Jr.",3,1968,1968-05,,,"Phys.Rev.Lett. 20, 1205",2223,2193,article,"j+Phys.Rev.Lett.,20,1205","primeiro_autor/n_autores/journal/tipo_doc do raw (Davis, Harmer, Hoffman - 3 autores). Ancoras: ano e coordenada de journal batem exatamente. Artigo classico do experimento de neutrinos solares de Davis (Homestake)."
U0551,OK,55000,Axial vector vertex in spinor electrodynamics,"Adler, S.L.",1,1969,1969,,,"Phys.Rev. 177, 2426",5183,5170,article,t+axial+vector+vertex+in+spinor+electrodynamics,primeiro_autor/journal/tipo_doc do raw. TOTAL=3 na busca por titulo; escolhido o registro com ano e titulo identicos (os outros dois sao artigos posteriores derivados de 1970 e 1972). Artigo fundacional da anomalia axial (Adler-Bell-Jackiw).
