uid,status,inspire_id,titulo_inspire,primeiro_autor,n_autores,ano_inspire,data_inspire,arxiv,doi,journal,citacoes,citacoes_sem_auto,tipo_doc,query_usada,obs
U0721,OK,914076,"Spin-isospin excitations probed by strong, weak and electro-magnetic interactions","Fujita, Y.",3,2011,2011,,,"Prog. Part. Nucl. Phys. 66, 549-606",186,158,article,"j+Prog.Part.Nucl.Phys.,66,549","Fujita, Rubio, Gelletly 2011. Titulo e journal batem exatamente com o raw."
U0722,OK,939799,Double-beta decay Q values of ^{116}Cd and ^{130}Te,"Rahaman, S.",10,2011,2011-09-20,,,"Phys. Lett. B703, 412-416",111,106,article,"j+Phys.Lett.B,703,412","Rahaman, Elomaa, Eronen, Hakala, Jokinen, Kankainen, Rissanen, Suhonen, Weber, Aysto 2011. Titulo e journal batem exatamente."
U0723,OK,879153,Relation between the $0\nu\beta\beta$ and $2\nu\beta\beta$ nuclear matrix elements revisited,"Simkovic, F.",4,2010,2010-12,,,"Phys. Rev. C 83, 015502",61,48,article,"j+Phys.Rev.C,83,015502","Simkovic, Hodak, Faessler, Vogel; publicado 2011, earliest_date=2010-12 e a data do preprint (~1 ano antes) - normal. Titulo e journal batem."
U0724,OK,2962895,Radon removal from gaseous xenon with activated charcoal,"Abe, K.",,2012,2012-01-01,,10.1016/j.nima.2011.09.051,"Nucl. Instrum. Meth. A 661, ... (raw: Nuclear Instruments and Methods in Physics Research Section A, vol. 661)",40,31,article,doi:10.1016/j.nima.2011.09.051,"Abe et al. 2012a. DOI e titulo batem exatamente; raw diz apenas 'et al.', n_autores em branco."
U0725,OK,1107767,"Benchmarks of the full configuration interaction, Monte Carlo shell model, and no-core full configuration methods","Abe, T.",6,2012,2012-04,,,"Phys. Rev. C 86, 054301",76,45,article,"j+Phys.Rev.C,86,054301","Abe, Maris, Otsuka, Shimizu, Utsuno, Vary 2012b. Titulo e journal batem exatamente."
U0726,OK,1126256,High-momentum tails from low-momentum effective theories,"Bogner, S.K.",2,2012,2012-08,,,"Phys. Rev. C 86, 064304",47,40,article,"j+Phys.Rev.C,86,064304","Bogner, Roscher 2012. Titulo e journal batem exatamente."
U0727,OK,1082454,Shell Model description of the beta beta decay of 136Xe,"Caurier, E.",3,2011,2011-12,,,"Phys. Lett. B 711, 62-64",128,124,article,"j+Phys.Lett.B,711,62","Caurier, Nowacki, Poves; publicado 2012, earliest_date=2011-12 e a data do preprint (~1 ano antes) - normal. Titulo e journal batem."
U0728,OK,1123009,Constraining the 0ν2β matrix elements by nuclear structure observables,"Freeman, S.J.",2,2012,2012-07,,,"J. Phys. G 39, 124004",58,54,article,"j+J.Phys.G,39,124004","Freeman, Schiffer 2012. Titulo e journal batem exatamente."
U0729,OK,1210122,Neutrinoless Double-Beta Decay,"Giuliani, A.",2,2012,2012,,,"Adv. High Energy Phys. 2012, 857016",144,130,article,t+Neutrinoless+Double-Beta+Decay+and+a+Giuliani,"Giuliani, Poves 2012. TOTAL=16 na busca por titulo+autor (titulo generico), mas o 1o resultado bate exatamente titulo e ano; demais resultados sao trabalhos distintos (CUORICINO, CUORE)."
U0730,OK,1110717,Phase space factors for double-β decay,"Kotila, J.",2,2012,2012-03,,,"Phys. Rev. C 85, 034316",696,655,article,"j+Phys.Rev.C,85,034316","Kotila, Iachello 2012a. Titulo e journal batem exatamente. Referencia mais citada do bloco B37."
U0731,OK,1209040,"High-resolution Zr-96 (He-3, t) experiment and the matrix element for double-beta decay","Thies, J.H.",,2012,2012-11,,,"Phys. Rev. C 86, 054323",26,10,article,"j+Phys.Rev.C,86,054323","Thies et al. 2012. Titulo e journal batem exatamente; raw diz 'et al.', n_autores em branco."
U0732,OK,1126998,Nuclear structure and double beta decay,"Vogel, P.",1,2012,2012-08,,,"J. Phys. G 39, 124002",93,90,article,"j+J.Phys.G,39,124002",Vogel 2012b. Titulo e journal batem exatamente.
U0733,OK,1338666,Constraint on 0νββ Matrix Elements from a Novel Decay Channel of the Scissors Mode: The Case of $^{154}Gd$,"Beller, J.",,2013,2013-10-23,,,"Phys. Rev. Lett. 111, 172501",33,12,article,"j+Phys.Rev.Lett.,111,172501","Beller et al. 2013. Titulo e journal batem exatamente; raw diz 'et al.', n_autores em branco."
U0734,OK,1228389,Effective double-β-decay operator for 76Ge and 82Se,"Holt, J.D.",2,2013,2013-04-15,,,"Phys. Rev. C 87, 064315",58,50,article,"j+Phys.Rev.C,87,064315","Holt, Engel 2013. Confirma nota do bloco: texto bruto atual (corrigido) bate exatamente titulo e journal; nenhuma mistura com 't Hooft 1976."
U0735,OK,1209142,Shell-Model Analysis of the $^{136}Xe$ Double Beta Decay Nuclear Matrix Elements,"Horoi, M.",2,2013,2013-01,,,"Phys. Rev. Lett. 110, 222502",105,72,article,"j+Phys.Rev.Lett.,110,222502","Horoi, Brown 2013. Titulo e journal batem exatamente."
U0736,OK,1279706,Neutrinoless Double β+/ EC Decays,"Maalampi, J.",2,2013,2013,,,"Adv. High Energy Phys. 2013, 505874",47,21,article,a+Maalampi+and+date+2013,"Maalampi, Suhonen 2013. Busca por journal (volume=ano, formato atipico) e por titulo isolado falharam (TOTAL=0/sem match); autor+date encontrou TOTAL=2, titulo bate exatamente com o 1o resultado."
U0737,OK,1216717,"Large-scale calculations of the double-β decay of $^{76}Ge,^{130}Te,^{136}Xe$, and $^{150}Nd$ in the deformed self-consistent Skyrme quasiparticle random-phase approximation","Mustonen, M.T.",2,2013,2013-01,,,"Phys. Rev. C 87, 064302",236,222,article,"j+Phys.Rev.C,87,064302","Mustonen, Engel 2013. Nucleo do titulo e journal batem exatamente (raw tem defeito de parsing nos isotopos: '130 T e' e 'N d')."
U0738,OK,1278655,Proton pair correlations and the neutrinoless double-β decay of ⁷⁶Ge,"Roberts, A.",,2013,2013-05-28,,,"Phys. Rev. C 87, 051305",15,13,article,"j+Phys.Rev.C,87,051305","Roberts et al. 2013. Titulo e journal batem exatamente; raw diz 'et al.', n_autores em branco."
