uid,status,inspire_id,titulo_inspire,primeiro_autor,n_autores,ano_inspire,data_inspire,arxiv,doi,journal,citacoes,citacoes_sem_auto,tipo_doc,query_usada,obs
U0481,NAO_ENCONTRADO,,,Leipunski,2,,,,,"Math. Proc. Cambridge Phil. Soc. 32, 301 (1936)",,,article,"j+Math.Proc.Cambridge Phil.Soc.,32,301 (0) | t+energy+distribution+recoil+atoms+neutrino (0) | a+leipunski+and+date+1936 (0) | a+rutherford+and+date+1936 (0)",Nao encontrado apos 4 tentativas. Journal antigo (Cambridge Phil. Soc.) provavelmente nao indexado no INSPIRE-HEP.
U0482,OK,8251,Teoria simmetrica dell'elettrone e del positrone,Majorana,1,1937,1937-04,,,"Nuovo Cim. 14, 171-184",1720,1720,article,a+majorana+and+date+1937,"Artigo fundacional (Majorana fermion). Query j+Nuovo.Cim.,14,171 falhou (TOTAL=0); resolvido por autor+data. Titulo e ano batem exatamente."
U0483,OK,42669,On the symmetry of particle and antiparticle,Racah,1,1937,1937,,,"Nuovo Cim. 14, 322-328",305,305,article,"j+Nuovo.Cim.,14,322","Artigo fundacional (Racah 1937). Titulo, journal e ano batem exatamente."
U0484,NAO_ENCONTRADO,,,Crane,2,,,,,"Phys. Rev. 53, 789-794 (1938)",,,article,"j+Phys.Rev.,53,789 (0) | a+crane+and+halpern+and+1938 (0, sintaxe invalida) | t+new+experimental+evidence+existence+neutrino (0) | a+halpern+and+date+1938 (0)","Nao encontrado apos 4 tentativas (uma com sintaxe de data invalida, corrigida nas seguintes)."
U0485,OK,47485,Note on the Theory of the Neutral Particle,Furry,1,1938,1938-07-01,,,"Phys. Rev. 54, 56-67",35,34,article,"j+Phys.Rev.,54,56","Artigo fundacional (Furry 1938, double beta decay sem neutrino / neutrinoless). Titulo, journal e ano batem exatamente."
U0486,NAO_ENCONTRADO,,,Crane,2,,,,,"Phys. Rev. 56, 232-237 (1939)",,,article,"j+Phys.Rev.,56,232 (0) | t+further+experiments+recoil+nucleus+beta-decay (0) | a+crane+and+date+1939 (1 hit, titulo nao bate: 'An Attempt to Observe the Absorption of Neutrinos') | t+recoil+nucleus+beta+decay+and+a+crane (0)",Candidato encontrado via autor+data (1598077) tem titulo divergente do esperado; descartado como falso positivo. Marcado NAO_ENCONTRADO.
U0487,OK,42670,On transition probabilities in double beta-disintegration,Furry,1,1939,1939,,,"Phys. Rev. 56, 1184-1193",811,811,article,"j+Phys.Rev.,56,1184","Titulo, journal e ano batem exatamente."
U0488,NAO_ENCONTRADO,,,Allen,1,,,,,"Phys. Rev. 61, 692-697 (1942)",,,article,"j+Phys.Rev.,61,692 (0) | t+experimental+evidence+existence+neutrino+and+a+allen (0) | a+allen+and+date+1942 (0)",Nao encontrado apos 3 tentativas.
U0489,OK,1861475,A Suggestion on the Detection of the Neutrino,Wang,1,1942,1942-01-01,,,"Phys. Rev. 61, 97",44,44,article,"j+Phys.Rev.,61,97","Titulo, journal e ano batem exatamente."
U0490,OK,47804,Ionization Yield of Radiations. 2. The Fluctuations of the Number of Ions,Fano,1,1947,1947-07-01,,,"Phys. Rev. 72, 26-29",325,325,article,"j+Phys.Rev.,72,26","Titulo, journal e ano batem exatamente."
U0491,OK,41407,Nuclear capture of mesons and the meson decay,Pontecorvo,1,1947,1947,,,"Phys. Rev. 72, 246",101,96,article,"j+Phys.Rev.,72,246","Titulo, journal e ano batem exatamente."
U0492,NAO_ENCONTRADO,,,Fireman,1,,,,,"Phys. Rev. 74, 1238 (1948)",,,article,"j+Phys.Rev.,74,1238 (0) | a+fireman+and+date+1948 (0) | t+double+beta+decay+and+a+fireman (2 hits, mas sao os artigos de 1949 e 1952 de Fireman, nao o de 1948) | t+double+beta+decay+and+date+1948 (0)",Nota curta de 1948 provavelmente nao indexada separadamente no INSPIRE; os outros dois artigos de Fireman sobre o mesmo tema (1949 e 1952) foram encontrados mas correspondem a outras uids/nao a esta.
U0493,NAO_ENCONTRADO,,,W. Prout,1,,,,,"Annals of Philosophy 7, 111-113 (1816)",,,article,"j+Annals.Phil.,7,111","Corrigido pelo Opus: a entrada estava fundida (Prout 1816 + Puppi 1948). U0493 e Prout 1816, quimica de 1816, fora da cobertura do INSPIRE. O trabalho de Puppi 1948 foi separado e virou U0969 (bloco B51); o agente do B25 ja levantou os dados dele: inspire_id 25381, Nuovo Cim. 5, 587, 66 citacoes."
U0494,NAO_ENCONTRADO,,,Touschek,1,,,,,"Z. Phys. 125, 108-132 (1948)",,,article,"j+Z.Phys.,125,108 (0) | a+touschek+and+date+1948 (0) | t+doppelten+beta-zerfalls (0)","Nao encontrado apos 3 tentativas. Titulo em alemao, possivelmente nao indexado com essa grafia."
U0495,OK,42671,A measurement of the half-life of double beta-decay from (50)Sn-124,Fireman,1,1949,1949,,,"Phys. Rev. 75, 323-324",46,45,article,t+double+beta+decay+and+a+fireman,"Query de journal (j+Phys.Rev.,75,323) nao foi tentada diretamente; encontrado via busca por titulo+autor. Titulo, autor e ano batem exatamente."
U0496,OK,44721,On closed shells in nuclei. 2,Goeppert-Mayer,1,1949,1949-06,,,"Phys. Rev. 75, 1969-1970",794,793,article,"j+Phys.Rev.,75,1969","Titulo, journal e ano batem exatamente."
U0497,OK,1405635,The beta Spectrum of H3,Hanna,2,1949,1949-03,,,"Phys. Rev. 75, 983-984",58,55,article,"j+Phys.Rev.,75,983","Titulo (com notacao LaTeX no INSPIRE: 'The $\beta$ Spectrum of H$^3$'), journal e ano batem."
U0498,OK,1591665,"On the ""Magic Numbers"" in Nuclear Structure",Haxel,3,1949,1949-06-01,,,"Phys. Rev. 75 (11), 1766",495,495,article,"j+Phys.Rev.,75,1766","TOTAL=2 na query; escolhido o registro cujo titulo bate exatamente com o texto bruto ('Magic Numbers' in Nuclear Structure), descartado o outro (Total Reflection of Neutrons on Cobalt, mesma pagina/journal por coincidencia de indexacao)."
U0499,OK,42673,On the double beta-process,Inghram,2,1949,1949,,,"Phys. Rev. 76, 1265-1266",49,49,article,"j+Phys.Rev.,76,1265","Titulo, journal e ano batem exatamente."
U0500,OK,8804,On the Use of subtraction fields and the lifetimes of some types of meson decay,Steinberger,1,1949,1949,,,"Phys.Rev. 76, 1180-1186",339,335,article,"j+Phys.Rev.,76,1180","Titulo, journal e ano batem exatamente."
