uid,status,inspire_id,titulo_inspire,primeiro_autor,n_autores,ano_inspire,data_inspire,arxiv,doi,journal,citacoes,citacoes_sem_auto,tipo_doc,query_usada,obs
U0261,OK,1519192,"Double charge exchange (11B,11Li) reaction for double beta decay response","Takahisa, K.",9,2017,2017-03-23,1703.08264,,"Phys.Rev.C,96,034327",29,24,article,arxiv:1703.08264,"primeiro_autor/n_autores/journal/tipo_doc do texto bruto (PDF), nao da API (autores omitidos da consulta por protocolo). Titulo e ano batem exatamente."
U0262,OK,1516198,First results on 76Ge neutrinoless double beta decay from CDEX-1 experiment,"Wang, L.",,2017,2017-03-06,1703.01877,,"Sci.China Phys.Mech.Astron.,60,071011",26,10,article,arxiv:1703.01877,"primeiro_autor/journal do texto bruto (colaboracao CDEX, et al.). Titulo e ano batem exatamente."
U0263,OK,1491942,Solar Axion Search Technique with Correlated Signals from Multiple Detectors,"Xu, W.",2,2016,2016-10-12,1610.03886,,"Astropart.Phys.,89,39",13,10,article,arxiv:1610.03886,"primeiro_autor/n_autores/journal do texto bruto. earliest_date 2016 vs ano da ref 2017 (diferenca 1 ano, dentro da tolerancia); titulo bate exatamente."
U0264,OK,1492322,Sterile Neutrino Search at the NEOS Experiment,"Ko, Y.J.",,2016,2016-10-17,1610.05134,,"Phys.Rev.Lett.,118,121802",462,428,article,arxiv:1610.05134,"Referencia bruta so cita colaboracao NEOS e coordenada de journal (sem titulo); titulo real obtido da API bate com o journal Phys.Rev.Lett.118,121802 citado no PDF. primeiro_autor/journal do texto bruto. earliest_date 2016 vs ano da ref 2017 (diferenca 1 ano, tolerancia ok)."
U0265,OK,1494068,Physics potential of searching for 0nubetabeta decays in JUNO,"Zhao, J.",4,2016,2016-10-23,1610.07143,,"Chin.Phys.C,41,053001",43,34,article,arxiv:1610.07143,"primeiro_autor/n_autores/journal do texto bruto (4 autores nomeados). earliest_date 2016 vs ano da ref 2017 (diferenca 1 ano, tolerancia ok); titulo bate exatamente."
U0266,OK,1667682,Final Results of the OPERA Experiment on nu_tau Appearance in the CNGS Neutrino Beam,"Agafonova, N.",,2018,2018-04-13,1804.04912,,"Phys.Rev.Lett.,120,211801",238,173,article,arxiv:1804.04912,"primeiro_autor/journal do texto bruto (colaboracao OPERA, et al.). Erratum [Phys.Rev.Lett.121,139901] citado entre colchetes no PDF nao usado como referencia principal, conforme protocolo. Titulo e ano batem exatamente."
U0267,OK,1682902,Planck 2018 results. VI. Cosmological parameters,"Aghanim, N.",,2018,2018-07-17,1807.06209,,,23108,21596,article,arxiv:1807.06209,"primeiro_autor do texto bruto (colaboracao Planck, et al.); journal nao informado no texto bruto (arXiv preprint na epoca da citacao). Titulo e ano batem exatamente."
U0268,OK,1634658,Upgrade for Phase II of the GERDA Experiment,"Agostini, M.",,2017,2017-11-04,1711.01452,,"Eur.Phys.J.C,78,388",118,44,article,arxiv:1711.01452,"primeiro_autor/journal do texto bruto (colaboracao GERDA, et al.). earliest_date 2017 vs ano da ref 2018 (diferenca 1 ano, tolerancia ok); titulo bate exatamente."
U0269,OK,1631977,Search for nucleon decays with EXO-200,"Albert, J.B.",,2017,2017-10-20,1710.07670,,"Phys.Rev.D,97,072007",23,17,article,arxiv:1710.07670,"primeiro_autor/journal do texto bruto (colaboracao EXO-200, et al.). earliest_date 2017 vs ano da ref 2018 (diferenca 1 ano, tolerancia ok); titulo bate exatamente."
U0270,OK,1631986,First Results from CUORE: A Search for Lepton Number Violation via 0nubetabeta Decay of 130Te,"Alduino, C.",,2017,2017-10-22,1710.07988,,"Phys.Rev.Lett.,120,132501",393,278,article,arxiv:1710.07988,"primeiro_autor/journal do texto bruto (colaboracao CUORE, et al.). earliest_date 2017 vs ano da ref 2018 (diferenca 1 ano, tolerancia ok); titulo bate exatamente."
