uid,status,inspire_id,titulo_inspire,primeiro_autor,n_autores,ano_inspire,data_inspire,arxiv,doi,journal,citacoes,citacoes_sem_auto,tipo_doc,query_usada,obs
U0741,OK,1235797,"Double beta decays of $^{124}$Xe investigated in the QRPA framework","Suhonen, J.",1,2013,2013,,,"J. Phys. G 40, 075102",43,37,article,"j+J.Phys.G,40,075102","Titulo e journal batem exatamente com o raw. Raw nao lista coautores (so 'Suhonen, J'), tratado como autor unico."
U0742,OK,1268894,"Evidence for rigid triaxial deformation at low energy in $^{76}$Ge","Toh, Y.",,2013,2013-04-11,,,"Phys. Rev. C 87, 041304",98,84,article,"j+Phys.Rev.C,87,041304","Titulo e journal batem exatamente; raw diz 'Toh, Y, et al.', n_autores em branco."
U0743,OK,1215637,"Shell-model half-lives including first-forbidden contributions for r-process waiting-point nuclei","Zhi, Q.",6,2013,2013-01,,,"Phys. Rev. C 87, 025803",167,141,article,"j+Phys.Rev.C,87,025803","Titulo (hifen em r-process) e journal batem; raw lista 6 autores (Zhi, Caurier, Cuenca-Garcia, Langanke, Martinez-Pinedo, Sieja)."
U0744,OK,1302453,"Beyond Mean-Field Calculations for Odd-Mass Nuclei","Bally, B.",4,2014,2014-06-23,,,"Phys. Rev. Lett. 113, 162501",116,98,article,"j+Phys.Rev.Lett.,113,162501","Titulo e journal batem exatamente; 4 autores no raw (Bally, Avez, Bender, Heenen)."
U0745,OK,1280345,"Nonperturbative shell-model interactions from the in-medium similarity renormalization group","Bogner, S. K.",8,2014,2014-02-06,,,"Phys. Rev. Lett. 113, 142501",244,152,article,"j+Phys.Rev.Lett.,113,142501","Titulo e journal batem exatamente; 8 autores no raw."
U0746,OK,1318978,"Nuclear Structure Aspects of Neutrinoless Double-Beta Decay","Brown, B. A.",3,2014,2014-09-25,,,"Phys. Rev. Lett. 113, 262501",61,46,article,"j+Phys.Rev.Lett.,113,262501","Titulo (beta minusculo no raw vs Beta na API) e journal batem; 3 autores (Brown, Horoi, Sen'kov)."
U0747,OK,1287977,"Chiral Two-Body Currents and Neutrinoless Double-Beta Decay in the QRPA","Engel, J.",3,2014,2014-03-30,,,"Phys. Rev. C 89, 064308",75,52,article,"j+Phys.Rev.C,89,064308","Titulo e journal batem exatamente; 3 autores (Engel, Simkovic, Vogel)."
U0748,OK,1312386,"Arbitrary mass Majorana neutrinos in neutrinoless double beta decay","Faessler, A.",4,2014,2014-08-26,,,"Phys. Rev. D 90, 096010",121,109,article,"j+Phys.Rev.D,90,096010","Titulo e journal batem exatamente; 4 autores (Faessler, Gonzalez, Kovalenko, Simkovic)."
U0749,OK,1275677,"Coupled-cluster computations of atomic nuclei","Hagen, G.",4,2013,2013-12-30,,,"Rept. Prog. Phys. 77, 096302",563,469,article,"j+Rept.Prog.Phys.,77,096302","Titulo e journal batem; earliest_date e a data do preprint (2013-12-30), 1 ano antes da publicacao formal 2014 citada no raw -- normal para preprint, dentro da tolerancia."
U0750,OK,1299023,"Proton-Neutron Pairing Amplitude as a Generator Coordinate for Double-Beta Decay","Hinohara, N.",2,2014,2014-06-02,,,"Phys. Rev. C 90, 031301",62,44,article,"j+Phys.Rev.C,90,031301","Titulo e journal batem exatamente; 2 autores (Hinohara, Engel)."
