uid,status,inspire_id,titulo_inspire,primeiro_autor,n_autores,ano_inspire,data_inspire,arxiv,doi,journal,citacoes,citacoes_sem_auto,tipo_doc,query_usada,obs
U0521,OK,21790,Parity Nonconservation and a Two Component Theory of the Neutrino,Lee,2,1957,1957,,,"Phys. Rev. 105, 1671",492,485,article,"j+Phys.Rev.,105,1671",Lee & Yang. Titulo e coordenada de journal batem exatamente.
U0522,OK,42736,Inverse Beta Processes and Nonconservation of Lepton Charge,Pontecorvo,1,1957,1957-10,,,"Zh. Eksp. Teor. Fiz. 34, 247",2150,2145,article,t+inverse+beta+processes+and+nonconservation+of+lepton+charge,"Pontecorvo 1957a. Busca por journal (Zh.Eksp.Teor.Fiz.,34,247) nao indexada; achado por titulo, match exato. Paper que propos oscilacao de neutrinos/lepton charge nonconservation."
U0523,OK,2884,Mesonium and antimesonium,Pontecorvo,1,1957,1957,,,"Sov. Phys. JETP 6, 429",2723,2715,article,"j+Sov.Phys.JETP,6,429","Pontecorvo 1957b, paper classico de oscilacao neutrino-antineutrino. Raw cita tambem [Zh.Eksp.Teor.Fiz.33,549(1957)] como original russo (traducao indexada no INSPIRE); nao houve registro duplicado retornado."
U0524,OK,40224,On parity conservation and neutrino mass,Salam,1,1957,1957-01,,,"Nuovo Cim. 5, 299",322,321,article,"j+Nuovo.Cim.,5,299",Titulo e journal batem exatamente.
U0525,NAO_ENCONTRADO,,,Touschek,2,1957,,,,"Nuovo Cim. Series 10, 5, 1693",,,article,"j+Nuovo.Cim.,5,1693","Tentativas: (1) j+Nuovo.Cim.,5,1693 TOTAL=0; (2) t+equivalence+theorem+for+the+massless+neutrino TOTAL=0; (3) a+touschek+and+date+1957 TOTAL=0; extras: t+equivalence+theorem+and+a+touschek TOTAL=0, a+radicati+and+date+1957 TOTAL=0. Paper de Touschek/Radicati 1957 nao indexado no INSPIRE (autoria no raw esta corrompida: 'Touschek, L A Radicati; B')."
U0526,OK,28182,Experimental Test of Parity Conservation in beta Decay,Wu,5,1957,1957-02-15,,,"Phys. Rev. 105, 1413",3328,3320,article,"j+Phys.Rev.,105,1413",Wu-Ambler-Hayward-Hoppes-Hudson. Journal e titulo batem.
U0527,OK,1115221,Theory of Fermi interaction,Feynman,2,1958,1958,,,"Phys. Rev. 109, 193",2053,2043,article,"j+Phys.Rev.,109,193",Feynman & Gell-Mann. Journal e titulo batem.
U0528,OK,28185,Helicity of Neutrinos,Goldhaber,3,1958,1958,,,"Phys. Rev. 109, 1015",999,996,article,"j+Phys.Rev.,109,1015",Goldhaber-Grodzins-Sunyar. Journal e titulo batem.
U0529,OK,9165,Chirality invariance and the universal Fermi interaction,Sudarshan,2,1958,1958-01,,,"Phys. Rev. 109, 1860",773,758,article,"j+Phys.Rev.,109,1860",Sudarshan & Marshak. Journal e titulo batem.
U0530,NAO_ENCONTRADO,,,Feinberg,2,1959,,,,"Proc. Nat. Acad. Sci. 45, 1301",,,article,t+microscopic+tests+of+symmetry+principles,"Tentativas: (1) t+microscopic+tests+of+symmetry+principles TOTAL=0; (2) a+feinberg+and+date+1959 TOTAL=2 (nenhum bate: 'Electromagnetic Transitions Between mu Meson and Electron', 'Transformation of muons into electrons'); (3) a+goldhaber+and+date+1959 TOTAL=2 (nenhum bate). Artigo publicado em PNAS, provavelmente fora da cobertura do INSPIRE."
U0531,NAO_ENCONTRADO,,,Greuling,2,1960,,,,"Annals Phys. 11, 510",,,article,"j+Ann.Phys.,11,510","Tentativas: (1) j+Ann.Phys.,11,510 TOTAL=0; (2) t+lepton+conservation+and+double+beta-decay TOTAL=1 mas nao bate (recid 98738, 1975, titulo diferente: 'Double Beta-Decay Nuclear Matrix Elements and Lepton Conservation'); (3) a+greuling+and+date+1960 TOTAL=0."
U0532,OK,44042,A Directive Device for Charged Particles and Its use in an Enhanced Neutrino Beam,van der Meer,1,1961,1961-02-27,,,CERN-61-07,86,85,report,a+van+der+meer+and+date+1961,"Relatorio CERN-61-07 de van der Meer sobre o 'neutrino horn'. TOTAL=2 na busca por autor+data; o outro resultado (recid 1096234, 'A Mercury Subprogram for High-Energy Beam Optics', 0 citacoes) e claramente outro documento e foi descartado."
U0533,NAO_ENCONTRADO,,,Freck,2,1962,,,,"Nature (London) 193, 669",,,article,t+gamma-ray+spectrum+lithium-drifted+p-i-n+junction+germanium,"Tentativas: (1) t+gamma-ray+spectrum+lithium-drifted+p-i-n+junction+germanium TOTAL=0; (2) a+freck+and+date+1962 TOTAL=0; (3) a+wakefield+and+date+1962 TOTAL=0. Artigo em Nature, fora da cobertura tipica do INSPIRE."
U0534,OK,3543,Possible unified models of elementary particles with two neutrinos,Katayama,4,1962,1962,,,"Prog. Theor. Phys. 28, 675",184,181,article,"j+Prog.Theor.Phys.,28,675",Katayama-Matumoto-Tanaka-Yamada. Journal e titulo batem exatamente.
U0535,OK,3540,Remarks on the unified model of elementary particles,Maki,3,1962,1962-11,,,"Prog. Theor. Phys. 28, 870",5760,5736,article,"j+Prog.Theor.Phys.,28,870","Paper Maki-Nakagawa-Sakata (MNS), origem do formalismo de mistura de neutrinos (matriz PMNS). Journal e titulo batem exatamente; alta citacao (5760) consistente com a importancia historica do artigo. Cuidado extra aplicado."
U0536,OK,3543,Possible unified models of elementary particles with two neutrinos,Katayama,4,1962,1962,,,"Prog. Theor. Phys. 28, 675",184,181,article,"j+Prog.Theor.Phys.,28,675","Mesma referencia que U0534 (citada duas vezes no texto, uma por titulo outra por journal). Reaproveitado o mesmo registro INSPIRE (recid 3543) confirmado via busca por journal."
U0537,OK,3540,Remarks on the unified model of elementary particles,Maki,3,1962,1962-11,,,"Prog. Theor. Phys. 28, 870",5760,5736,article,"j+Prog.Theor.Phys.,28,870","Mesma referencia que U0535 (Maki-Nakagawa-Sakata), citada duas vezes no texto (uma por titulo outra por journal). Reaproveitado o mesmo registro INSPIRE (recid 3540). Cuidado extra aplicado."
U0538,OK,4510,Unitary Symmetry and Leptonic Decays,Cabibbo,1,1963,1963-06,,,"Phys. Rev. Lett. 10, 531",8352,8337,article,"j+Phys.Rev.Lett.,10,531",Journal e titulo batem exatamente.
U0539,NAO_ENCONTRADO,,,Chikovani,3,1963,,,,"Phys. Lett. 6, 254",,,article,"j+Phys.Lett.,6,254","Tentativas: (1) j+Phys.Lett.,6,254 TOTAL=0; (2) t+a+track+spark+chamber TOTAL=9 mas top hit nao bate (recid 87021, 1973, titulo diferente: 'Track simulation in a current-limited spark chamber'); (3) a+chikovani+and+date+1963 TOTAL=0."
U0540,OK,4510,Unitary Symmetry and Leptonic Decays,Cabibbo,1,1963,1963-06,,,"Phys. Rev. Lett. 10, 531",8352,8337,article,"j+Phys.Rev.Lett.,10,531","Mesma referencia que U0538 (Cabibbo), citada duas vezes no texto (uma por titulo outra por journal). Reaproveitado o mesmo registro INSPIRE (recid 4510)."
