uid,status,inspire_id,titulo_inspire,primeiro_autor,n_autores,ano_inspire,data_inspire,arxiv,doi,journal,citacoes,citacoes_sem_auto,tipo_doc,query_usada,obs
U0781,OK,1468922,ZICOS - New project for neutrinoless double beta decay experiment using zirconium complex in liquid scintillator,Fukuda,1,2016,2016-06-09,,,"J. Phys. Conf. Ser. 718 (6), 062019",15,11,conference paper,"j+J.Phys.Conf.Ser.,718,062019",earliest_date e titulo batem com o ano/journal do bruto.
U0782,OK,1426945,Forbidden nonunique β decays and effective values of weak coupling constants,Haaranen,3,2016,2016-03-08,,,"Phys. Rev. C 93, 034308",73,31,article,"j+Phys.Rev.C,93,034308",bate.
U0783,OK,1455907,Structure of $^{78}$Ni from first principles computations,Hagen,3,2016,2016-05-04,,,"Phys. Rev. Lett. 117, 172501",142,116,article,"j+Phys.Rev.Lett.,117,172501",titulo INSPIRE usa notacao isotopica 78Ni; bate com o bruto.
U0784,OK,1402393,Analysis of mechanisms that could contribute to neutrinoless double-beta decay,Horoi,2,2015,2015-11-02,,,"Phys. Rev. D 93, 113014",38,19,article,"j+Phys.Rev.D,93,113014","earliest_date=2015 (preprint), publicacao nominal 2016; dentro da tolerancia de preprint."
U0785,OK,1404204,Shell model predictions for $^{124}$Sn double-$\beta$ decay,Horoi,2,2015,2015-11-11,,,"Phys. Rev. C 93, 024308",154,128,article,"j+Phys.Rev.C,93,024308","earliest_date=2015 (preprint), publicacao nominal 2016; dentro da tolerancia de preprint."
U0786,OK,1424288,Large-scale shell-model analysis of the neutrinoless ββ decay of ⁴⁸Ca,Iwata,7,2016,2016-02-25,,,"Phys. Rev. Lett. 116 (11), 112502",108,84,article,"j+Phys.Rev.Lett.,116,112502",bate.
U0787,OK,1474920,Nobel Lecture: Discovery of atmospheric neutrino oscillations,Kajita,1,2016,2016-07,,,"Rev. Mod. Phys. 88 (3), 030501",371,371,article,"j+Rev.Mod.Phys.,88,030501","citacoes_sem_auto igual a citacoes, esperado para Nobel lecture de autor unico."
U0788,OK,1488178,Occupation probabilities of single particle levels using the microscopic interacting boson model: Application to some nuclei of interest in neutrinoless double-β decay,Kotila,2,2016,2016-09-21,,,"Phys. Rev. C 94, 034320",25,18,article,"j+Phys.Rev.C,94,034320",bate.
U0789,OK,1474933,Nobel Lecture: The Sudbury Neutrino Observatory: Observation of flavor change for solar neutrinos,McDonald,1,2016,2016-07,,,"Rev. Mod. Phys. 88 (3), 030502",345,345,article,"j+Rev.Mod.Phys.,88,030502",bate.
U0790,NAO_ENCONTRADO,,,Meija,11,,,,,"Pure and Applied Chemistry 88 (3), 293-306",,,report,t+isotopic+compositions+elements+2013 | a+meija+and+date+2016 | t+isotopic+compositions+of+the+elements,"3 tentativas, TOTAL=0 em todas. IUPAC technical report de quimica (Pure Appl. Chem.), fora do escopo tipico de cobertura do INSPIRE-HEP; nao indexado."
U0791,OK,1415643,The role of shell evolution in shape coexistence,Otsuka,2,2016,2016-01-14,,,"J. Phys. G 43, 024009",124,79,article,"j+J.Phys.G,43,024009",bate.
U0792,OK,1501733,Sum rule study for Double Gamow-Teller states,Sagawa,2,2016,2016-12-02,,,"Phys. Rev. C 94, 064325",25,24,article,"j+Phys.Rev.C,94,064325",bate.
U0793,OK,1410945,Shell-model calculation of neutrinoless double-β decay of ⁷⁶Ge,Sen'kov,2,2015,2015-12-18,,,"Phys. Rev. C 93 (4), 044334",59,48,article,"j+Phys.Rev.C,93,044334","earliest_date=2015 (preprint), publicacao nominal 2016; dentro da tolerancia de preprint."
U0794,OK,1498342,Rearrangement of valence neutrons in the neutrinoless double-β decay of ¹³⁶Xe,Szwec,,2016,2016-11-15,,,"Phys. Rev. C 94, 054314",30,23,article,"j+Phys.Rev.C,94,054314",bruto diz apenas 'et al.'; n_autores deixado em branco. bate.
U0795,OK,1508862,Interference between light and heavy neutrinos for 0νββ decay in the left–right symmetric model,Ahmed,3,2017,2017-01-11,,,"Phys. Lett. B 769, 299-304",15,7,article,"j+Phys.Lett.B,769,299",titulo INSPIRE usa en-dash 'left-right'; mesma obra do bruto.
U0796,OK,1606284,Ultra-low background and environmental measurements at Laboratorio Subterráneo de Canfranc (LSC),Bandac,7,2017,2017-08,,,"Appl. Radiat. Isot. 126, 127-129",18,15,article,t+ultra-low+background+environmental+measurements+Canfranc,"busca por journal nao tentada (Appl. Radiat. Isot. nao tem abrev INSPIRE padrao conhecida); busca por titulo deu TOTAL=1, titulo identico ao bruto."
U0797,OK,1765192,Development of reconstruction tools and sensitivity of the SuperNEMO demonstrator,Calvez,1,2017,2017-09-21,,,,0,0,thesis,t+reconstruction+tools+sensitivity+SuperNEMO+demonstrator,tese de doutorado (Universite Paris Saclay); sem journal; 0 citacoes registradas; titulo bate exatamente.
U0798,OK,1620923,Neutrinoless double beta decay in chiral effective field theory: lepton number violation at dimension seven,Cirigliano,5,2017,2017-08-30,,,"JHEP 12, 082",143,108,article,"j+JHEP,1712,082",bate.
U0799,OK,1493010,Status and Future of Nuclear Matrix Elements for Neutrinoless Double-Beta Decay: A Review,Engel,2,2016,2016-10-20,,,"Rept. Prog. Phys. 80, 046301",643,598,review,"j+Rept.Prog.Phys.,80,046301","earliest_date=2016 (preprint), publicacao nominal 2017; dentro da tolerancia de preprint. Referencia mais citada do bloco B40."
