uid,status,inspire_id,titulo_inspire,primeiro_autor,n_autores,ano_inspire,data_inspire,arxiv,doi,journal,citacoes,citacoes_sem_auto,tipo_doc,query_usada,obs
U0401,OK,1802107,2020 global reassessment of the neutrino oscillation picture,P. F. de Salas,,2020,2020-06-19,2006.11237,,"JHEP 02, 071",959,835,article,arxiv:2006.11237,"primeiro_autor/journal/tipo_doc do texto bruto (raw), nao da API; raw da 'et al.' -> n_autores em branco; earliest_date 2020 (preprint) vs ano da ref 2021 (publicacao JHEP), diff 1 dentro da tolerancia; titulo da API confere com o paper de Salas et al. conhecido (global fit), journal do raw bate (JHEP 02, 071)."
U0402,OK,1847865,γγ decay as a probe of neutrinoless ββ decay nuclear matrix elements,"Romeo, B",3,2021,2021-02-22,2102.11101,,,29,19,preprint,arxiv:2102.11101,"primeiro_autor/n_autores/tipo_doc do raw (3 autores nomeados: Romeo, Menendez, Pena), nao da API; raw sem journal; ancoras: ano bate exatamente e titulo identico."
U0403,OK,1862611,Application of an efficient generator-coordinate subspace-selection algorithm to neutrinoless double-β decay,"Romero, A M",5,2021,2021-05-07,2105.03471,,"Phys.Rev.C 104, 054317",11,3,article,arxiv:2105.03471,"primeiro_autor/n_autores/journal/tipo_doc do raw (5 autores nomeados), nao da API; ancoras: ano bate exatamente e titulo identico."
U0404,OK,1860978,The JSNS^2 Detector,S. Ajimura,,2021,2021-04-27,2104.13169,,"Nucl.Instrum.Meth.A 1014, 165742",57,36,article,arxiv:2104.13169,"primeiro_autor/journal/tipo_doc do raw (colaboracao JSNS2), nao da API; raw so da 'et al.' -> n_autores em branco; ancoras: ano bate exatamente e journal/colaboracao batem (titulo da API descreve o detector JSNS2, coerente com NIM A 1014,165742)."
U0405,OK,1849502,Reevaluating reactor antineutrino spectra with new measurements of the ratio between U235 and Pu239 β spectra,V. Kopeikin,3,2021,2021-03-02,2103.01684,,"Phys.Rev.D 104, L071301",121,120,article,arxiv:2103.01684,"primeiro_autor/n_autores/journal/tipo_doc do raw (3 autores nomeados: Kopeikin, Skorokhvatov, Titov), nao da API; ancoras: ano bate exatamente e titulo/journal batem com o paper conhecido de reavaliacao do espectro de antineutrinos de reator."
U0406,OK,1849976,"What Is Matter According to Particle Physics, and Why Try to Observe Its Creation in a Lab?","Vissani, F",1,2021,2021-03-03,2103.02642,,"Universe 7, 61",10,5,article,arxiv:2103.02642,"primeiro_autor/n_autores/journal/tipo_doc do raw (autor unico), nao da API; ancoras: ano bate exatamente e titulo identico."
U0407,OK,1990698,Neutrinoless double-β decay: Combining quantum Monte Carlo and the nuclear shell model with the generalized contact formalism,"Weiss, Ronen",5,2021,2021-12-15,2112.08146,,,48,26,preprint,arxiv:2112.08146,"primeiro_autor/n_autores/tipo_doc do raw (5 autores nomeados), nao da API; raw sem journal; ancoras: ano bate exatamente e titulo identico."
U0408,OK,1863037,Ab Initio Calculation of the Contact Operator Contribution in the Standard Mechanism for Neutrinoless Double Beta Decay,"Wirth, R",3,2021,2021-05-11,2105.05415,,,83,72,preprint,arxiv:2105.05415,"primeiro_autor/n_autores/tipo_doc do raw (3 autores nomeados: Wirth, Yao, Hergert), nao da API; raw sem journal; ancoras: ano bate exatamente e titulo identico."
U0409,OK,1780817,SoLid: a short baseline reactor neutrino experiment,Y. Abreu,,2020,2020-02-14,2002.05914,,"JINST 16, P02025",60,46,article,arxiv:2002.05914,"primeiro_autor/journal/tipo_doc do raw (colaboracao SoLid), nao da API; raw so da 'et al.' -> n_autores em branco; earliest_date 2020 (preprint) vs ano da ref 2021 (publicacao JINST), diff 1 dentro da tolerancia; titulo e journal batem."
U0410,OK,2075005,Sub-percent Precision Measurement of Neutrino Oscillation Parameters with JUNO,A. Abusleme,,2022,2022-04-27,2204.13249,,"Chin.Phys.C 46, 123001",196,102,article,arxiv:2204.13249,"primeiro_autor/journal/tipo_doc do raw (colaboracao JUNO), nao da API; raw so da 'et al.' -> n_autores em branco; ancoras: ano bate exatamente e journal (Chin.Phys.C 46,123001) confere com o titulo devolvido pela API."
U0411,OK,2046342,Search for the Majorana Nature of Neutrinos in the Inverted Mass Ordering Region with KamLAND-Zen,"Abe, S",,2022,2022-03-04,2203.02139,,,498,445,preprint,arxiv:2203.02139,"primeiro_autor/tipo_doc do raw (colaboracao KamLAND-Zen), nao da API; raw so da 'et al.' -> n_autores em branco; titulo da API omite o prefixo 'First' presente no raw mas e claramente o mesmo artigo (mesmo arxiv id); ano bate exatamente."
U0412,OK,2063810,Search for Majorana neutrinos exploiting millikelvin cryogenics with CUORE,"Adams, D Q",,2021,2021-04-14,2104.06906,,"Nature 604, 53",260,162,article,arxiv:2104.06906,"primeiro_autor/journal/tipo_doc do raw (colaboracao CUORE), nao da API; raw so da 'et al.' -> n_autores em branco; earliest_date 2021 (preprint) vs ano da ref 2022 (publicacao Nature), diff 1 dentro da tolerancia; titulo identico."
U0413,OK,1873213,nEXO: neutrinoless double beta decay search beyond 10^28 year half-life sensitivity,"Adhikari, G",,2021,2021-06-30,2106.16243,,"J.Phys.G 49, 015104",317,244,article,arxiv:2106.16243,"primeiro_autor/journal/tipo_doc do raw (colaboracao nEXO), nao da API; raw so da 'et al.' -> n_autores em branco; earliest_date 2021 (preprint) vs ano da ref 2022 (publicacao), diff 1 dentro da tolerancia; titulo identico."
U0414,OK,1996405,First Directional Measurement of Sub-MeV Solar Neutrinos with Borexino,"Agostini, M",,2021,2021-12-22,2112.11816,,"Phys.Rev.Lett. 128, 091803",56,39,article,arxiv:2112.11816,"primeiro_autor/journal/tipo_doc do raw (colaboracao BOREXINO), nao da API; raw so da 'et al.' -> n_autores em branco; earliest_date 2021 (preprint) vs ano da ref 2022 (publicacao), diff 1 dentro da tolerancia; titulo identico."
U0415,OK,1863711,Direct neutrino-mass measurement with sub-electronvolt sensitivity,"Aker, M",,2021,2021-05-18,2105.08533,,"Nature Phys. 18, 160",785,714,article,arxiv:2105.08533,"primeiro_autor/journal/tipo_doc do raw (colaboracao KATRIN), nao da API; raw so da 'et al.' -> n_autores em branco; earliest_date 2021 (preprint) vs ano da ref 2022 (publicacao), diff 1 dentro da tolerancia; titulo identico."
U0416,OK,2115233,Final Result of the Majorana Demonstrator's Search for Neutrinoless Double-β Decay in 76Ge,"Arnquist, I J",,2022,2022-07-15,2207.07638,,,177,125,preprint,arxiv:2207.07638,"primeiro_autor/tipo_doc do raw, nao da API; raw so da 'et al.' -> n_autores em branco; raw sem journal; ancoras: ano bate exatamente e titulo identico (so difere na notacao de isotopo)."
U0417,OK,1996661,Neutrinoless Double Beta Decay via Light Neutralinos in R-Parity Violating Supersymmetry,"Bolton, Patrick D",3,2021,2021-12-23,2112.12658,,"JHEP 03, 152",21,20,article,arxiv:2112.12658,"primeiro_autor/n_autores/journal/tipo_doc do raw (3 autores nomeados: Bolton, Deppisch, Dev), nao da API; earliest_date 2021 (preprint) vs ano da ref 2022 (publicacao JHEP), diff 1 dentro da tolerancia; titulo identico."
U0418,OK,2034245,Final results on the 0νββ decay half-life limit of 100Mo from the CUPID-Mo experiment,C. Augier,,2022,2022-02-17,2202.08716,,"Eur.Phys.J.C 82, 1033",105,59,article,arxiv:2202.08716,"primeiro_autor/journal/tipo_doc do raw (colaboracao citada como CUPID no raw; artigo e do experimento precursor CUPID-Mo, publicado no programa CUPID), nao da API; raw so da 'et al.' -> n_autores em branco; ancoras: ano bate exatamente e journal (Eur.Phys.J.C 82,1033) confere exatamente com o raw."
