uid,status,inspire_id,titulo_inspire,primeiro_autor,n_autores,ano_inspire,data_inspire,arxiv,doi,journal,citacoes,citacoes_sem_auto,tipo_doc,query_usada,obs
U0021,OK,495168,Testing the solar neutrino conversion with atmospheric neutrinos,O. Peres,2,1999,1999-02,hep-ph/9902312,10.1016/S0370-2693(99)00487-6,"Phys.Lett.B456,204",112,92,article,arxiv:hep-ph/9902312,
U0022,OK,478786,Neutrino Decay as an Explanation of Atmospheric Neutrino Observations,V.D. Barger,4,1998,1998-10,astro-ph/9810121,10.1103/PhysRevLett.82.2640,"Phys.Rev.Lett.82,2640",232,217,article,arxiv:astro-ph/9810121,"earliest_date 1998-10 vs ref 1999, dentro da tolerancia de 1 ano"
U0023,OK,502567,"Signal of neutrinoless double beta decay, neutrino spectrum and oscillation scenarios",F. Vissani,1,1999,1999-06,hep-ph/9906525,10.1088/1126-6708/1999/06/022,"JHEP 06,022",196,178,article,arxiv:hep-ph/9906525,
U0024,OK,523833,Golden measurements at a neutrino factory,A. Cervera,7,2000,2000-02,hep-ph/0002108,10.1016/S0550-3213(00)00221-2,"Nucl.Phys.B579,17",783,680,article,arxiv:hep-ph/0002108,
U0025,OK,509079,The Sudbury neutrino observatory,J. Boger,199,1999,1999-10,nucl-ex/9910016,10.1016/S0168-9002(99)01469-2,"Nucl.Instrum.Meth.A449,172",832,588,article,arxiv:nucl-ex/9910016,"earliest_date 1999-10 vs ref 2000, dentro da tolerancia de 1 ano"
U0026,OK,523654,Probing possible decoherence effects in atmospheric neutrino oscillations,E. Lisi,3,2000,2000-02-07,hep-ph/0002053,10.1103/PhysRevLett.85.1166,"Phys.Rev.Lett.85,1166",338,332,article,arxiv:hep-ph/0002053,
U0027,OK,526105,Neutrino masses and mixings from supersymmetry with bilinear R parity violation: A Theory for solar and atmospheric neutrino oscillations,M. Hirsch,5,2000,2000-04,hep-ph/0004115,10.1103/PhysRevD.62.113008,"Phys.Rev.D62,113008",422,279,article,arxiv:hep-ph/0004115,
U0028,OK,524364,Bilinear R-parity violating SUSY: Neutrinoless double beta decay in the light of solar and atmospheric neutrino data,M. Hirsch,3,2000,2000-02,hep-ph/0002264,10.1016/S0370-2693(00)00781-4,"Phys.Lett.B486,255",26,19,article,arxiv:hep-ph/0002264,
U0029,OK,555937,Evidence for neutrino oscillations from the observation of nu_e-bar appearance in a nu_mu-bar beam,A. Aguilar-Arevalo,26,2001,2001-04,hep-ex/0104049,10.1103/PhysRevD.64.112007,"Phys.Rev.D64,112007",2745,2619,article,arxiv:hep-ex/0104049,LSND
U0030,OK,558620,Measurement of the rate of nu_e+d -> p+p+e- interactions produced by 8B solar neutrinos at the Sudbury Neutrino Observatory,Q.R. Ahmad,178,2001,2001-06,nucl-ex/0106015,10.1103/PhysRevLett.87.071301,"Phys.Rev.Lett.87,071301",3884,3614,article,arxiv:nucl-ex/0106015,SNO
U0031,OK,557900,Classification of effective neutrino mass operators,K.S. Babu,2,2001,2001-06,hep-ph/0106054,10.1016/S0550-3213(01)00504-1,"Nucl.Phys.B619,667",266,249,article,arxiv:hep-ph/0106054,
U0032,OK,537982,Nonoscillation searches of neutrino mass in the age of oscillations,F. Vissani,1,2000,2000-09,hep-ph/0012018,10.1016/S0920-5632(01)01454-2,"Nucl.Phys.B Proc.Suppl.100,273",47,44,article,arxiv:hep-ph/0012018,"raw nao traz titulo; ancoras = autor (Vissani) e ano (2000-09 vs 2001, dentro da tolerancia)"
U0033,OK,569290,Evidence for neutrinoless double beta decay,H.V. Klapdor-Kleingrothaus,4,2001,2001-01,hep-ph/0201231,10.1142/S0217732301005825,"Mod.Phys.Lett.A16,2409",703,667,article,arxiv:hep-ph/0201231,
U0034,OK,540672,Latest results from the Heidelberg-Moscow double beta decay experiment,H.V. Klapdor-Kleingrothaus,15,2000,2000-07,hep-ph/0103062,10.1007/s100500170022,"Eur.Phys.J.A12,147",863,800,article,arxiv:hep-ph/0103062,"earliest_date 2000-07 vs ref 2001, dentro da tolerancia de 1 ano"
U0035,OK,558325,Matter effects in upward going muons and sterile neutrino oscillations,M. Ambrosio,117,2001,2001-06,hep-ex/0106049,10.1016/S0370-2693(01)00992-3,"Phys.Lett.B517,59",328,277,article,arxiv:hep-ex/0106049,MACRO
U0036,OK,554640,Analytic approximations for three neutrino oscillation parameters and probabilities in matter,M. Freund,1,2001,2001-03,hep-ph/0103300,10.1103/PhysRevD.64.053003,"Phys.Rev.D64,053003",371,369,article,arxiv:hep-ph/0103300,
U0037,OK,531879,A Superformula for neutrinoless double beta decay. 2. The Short range part,H. Pas,4,2000,2000-08,hep-ph/0008182,10.1016/S0370-2693(00)01359-9,"Phys.Lett.B498,35",148,123,article,"j+Phys.Lett.B,498,35","O arxiv informado na tarefa (1507.00170) pertence a outro artigo (Pas e Rodejohann 2015, review citado no mesmo trecho bruto), nao ao artigo de 2001 referenciado; corrigido via busca por journal. earliest_date 2000-08 vs ref 2001, dentro da tolerancia de 1 ano."
U0038,OK,554318,Constraints on neutrino oscillations using 1258 days of Super-Kamiokande solar neutrino data,S. Fukuda,119,2001,2001-03,hep-ex/0103033,10.1103/PhysRevLett.86.5656,"Phys.Rev.Lett.86,5656",941,866,article,arxiv:hep-ex/0103033,Super-Kamiokande
U0039,OK,554317,Solar B-8 and hep neutrino measurements from 1258 days of Super-Kamiokande data,S. Fukuda,119,2001,2001-03,hep-ex/0103032,10.1103/PhysRevLett.86.5651,"Phys.Rev.Lett.86,5651",1569,1437,article,arxiv:hep-ex/0103032,Super-Kamiokande
U0040,OK,553643,Detection of accelerator produced neutrinos at a distance of 250 km,S.H. Ahn,150,2001,2001-02,hep-ex/0103001,10.1016/S0370-2693(01)00647-5,"Phys.Lett.B511,178",401,316,article,arxiv:hep-ex/0103001,K2K
