uid,status,inspire_id,titulo_inspire,primeiro_autor,n_autores,ano_inspire,data_inspire,arxiv,doi,journal,citacoes,citacoes_sem_auto,tipo_doc,query_usada,obs
U0321,OK,1705720,"Cherenkov and Scintillation Light Separation Using Wavelength in LAB Based Liquid Scintillator",Kaptanoglu,3,2018,2018-11-28,1811.11587,,"JINST,14,T05001",43,31,article,arxiv:1811.11587,"primeiro_autor/journal/n_autores do texto bruto (PDF); ano earliest_date 2018 vs ref 2019 dentro da tolerancia ±1"
U0322,OK,1750681,"First-forbidden transitions in the reactor anomaly","L. Hayen",,2019,2019-08-22,1908.08302,,"Phys.Rev.C,100,054323",102,85,article,arxiv:1908.08302,"primeiro_autor/journal do texto bruto (PDF; ref so cita autor+journal sem titulo); titulo devolvido pela API bate tematicamente com Hayen/reactor anomaly; ano bate"
U0323,OK,1732511,"Constraints on Spin-Independent Nucleus Scattering with sub-GeV Weakly Interacting Massive Particle Dark Matter from the CDEX-1B Experiment at the China Jinping Underground Laboratory",Liu,,2019,2019-05-01,1905.00354,,"Phys.Rev.Lett.,123,161301",181,153,article,arxiv:1905.00354,"primeiro_autor/journal do texto bruto (PDF); titulo e ano batem"
U0324,OK,1739571,"First Measurement of Neutrino Oscillation Parameters using Neutrinos and Antineutrinos by NOvA","M. A. Acero",,2019,2019-06-11,1906.04907,,"Phys.Rev.Lett.,123,151803",468,367,article,arxiv:1906.04907,"primeiro_autor/journal do texto bruto (PDF; ref so cita autor+journal sem titulo); titulo devolvido pela API bate com colaboracao NOvA; ano bate"
U0325,OK,1613496,"First Simultaneous Precision Spectroscopy of pp, 7Be, and pep Solar Neutrinos with Borexino Phase-II","M. Agostini",,2019,2017-07-28,1707.09279,,"Phys.Rev.D,100,082004",262,171,article,arxiv:1707.09279,"primeiro_autor/journal do texto bruto (PDF; ref so cita autor+journal sem titulo); earliest_date 2017 e preprint, publicacao Phys.Rev.D 2019 (gap de 2 anos aceito para colaboracao grande, journal batendo); titulo bate com Borexino"
U0326,OK,1730487,"Updated Summation Model: An Improved Agreement with the Daya Bay Antineutrino Fluxes","M. Estienne",,2019,2019-04-19,1904.09358,,"Phys.Rev.Lett.,123,022502",163,146,article,arxiv:1904.09358,"primeiro_autor/journal do texto bruto (PDF; ref so cita autor+journal sem titulo); titulo devolvido pela API bate com area de Estienne (summation model reator); ano bate"
U0327,OK,1714067,"Measurement of Atmospheric Tau Neutrino Appearance with IceCube DeepCore","M. G. Aartsen",,2019,2019-01-16,1901.05366,,"Phys.Rev.D,99,032007",206,116,article,arxiv:1901.05366,"primeiro_autor/journal do texto bruto (PDF; ref so cita autor+journal sem titulo); titulo bate com colaboracao IceCube; ano bate"
U0328,OK,1687433,"Measurements of pi+/-, K+/- and proton yields from the surface of the T2K replica target for incoming 31 GeV/c protons with the NA61/SHINE spectrometer at the CERN SPS","N. Abgrall",,2018,2018-08-14,1808.04927,,"Eur.Phys.J.C,79,100",75,37,article,arxiv:1808.04927,"primeiro_autor/journal do texto bruto (PDF; ref so cita autor+journal sem titulo); titulo bate com colaboracao NA61/SHINE; ano earliest_date 2018 vs ref 2019 dentro da tolerancia ±1"
U0329,OK,1737564,"Energy calibration of the NEXT-White detector with 1% resolution near Qββ of 136Xe",Renner,,2019,2019-05-30,1905.13110,,"JHEP,10,230",50,9,article,arxiv:1905.13110,"primeiro_autor/journal do texto bruto (PDF); titulo e ano batem exatamente"
U0330,OK,1743852,"Double charge-exchange phonon states",Roca-Maza,3,2019,2019-07-15,1907.06368,,,11,9,article,arxiv:1907.06368,"primeiro_autor/n_autores do texto bruto (PDF); ref bruta so cita arXiv, sem journal; titulo e ano batem exatamente"
