uid,status,inspire_id,titulo_inspire,primeiro_autor,n_autores,ano_inspire,data_inspire,arxiv,doi,journal,citacoes,citacoes_sem_auto,tipo_doc,query_usada,obs
U0221,OK,1417121,Neutrinoless double beta decay: 2015 review,"Dell'Oro, S.",4,2016,2016-01-27,1601.07512,,"Adv.High Energy Phys.,2016,2162659",508,473,article,arxiv:1601.07512,"Autor/n_autores/journal vindos do texto bruto da referencia, nao da API."
U0222,OK,1471258,Neutrinoless double β decay and low scale leptogenesis,"Drewes, Marco",2,2016,2016-06-20,1606.06221,,"Phys.Lett.B,763,72-79",72,43,article,arxiv:1606.06221,Autor/journal do texto bruto.
U0223,OK,1393331,Results of a search for neutrinoless double-β decay using the COBRA demonstrator,"Ebert, J.",,2016,2015-09-14,1509.04113,,"Phys.Rev.C,94,024603",52,37,article,arxiv:1509.04113,"n_autores nao determinavel (raw ref usa 'et al.'); earliest_date do preprint (2015) 1 ano antes da publicacao citada (2016), dentro da tolerancia."
U0224,OK,1385638,The COBRA demonstrator at the LNGS underground laboratory,"Ebert, J.",,2016,2015-07-29,1507.08177,,"Nucl.Instrum.Meth.A,807,114-120",29,13,article,arxiv:1507.08177,"Colaboracao COBRA; n_autores nao determinavel (raw ref usa 'et al.'); earliest_date 2015, publicacao citada 2016, dentro da tolerancia."
U0225,OK,1388361,Measurement of the Reactor Antineutrino Flux and Spectrum at Daya Bay,"An, F. P.",,2016,2015-08-18,1508.04233,,"Phys.Rev.Lett.,116,061801",328,217,article,arxiv:1508.04233,"Colaboracao Daya Bay; raw ref so da journal (sem titulo), validado por journal+ano identicos; erratum Phys.Rev.Lett.118,099902(2017) citado no raw nao e a referencia principal."
U0226,OK,1416651,The Performance of the Muon Veto of the GERDA Experiment,"Freund, K.",,2016,2016-01-22,1601.05935,,"Eur.Phys.J.C,76,298",43,27,article,arxiv:1601.05935,n_autores nao determinavel (raw ref usa 'et al.').
U0227,OK,1473337,First Constraints on the Complete Neutrino Mixing Matrix with a Sterile Neutrino,"Collin, G. H.",,2016,2016-06-30,1607.00011,,"Phys.Rev.Lett.,117,221801",101,80,article,arxiv:1607.00011,Raw ref so da journal (sem titulo); validado por journal+ano identicos.
U0228,OK,1456929,Search for Majorana Neutrinos near the Inverted Mass Hierarchy Region with KamLAND-Zen,"Gando, A.",,2016,2016-05-10,1605.02889,,"Phys.Rev.Lett.,117,082503",1336,1225,article,arxiv:1605.02889,"Colaboracao KamLAND-Zen; addendum Phys.Rev.Lett.117,109903(2016) citado no raw nao e a referencia principal."
U0229,OK,1467223,Physics at a 100 TeV pp collider: beyond the Standard Model phenomena,"Golling, T.",,2016,2016-06-02,1606.00947,10.23731/CYRM-2017-003.441,,203,117,report,arxiv:1606.00947,"n_autores nao determinavel (raw ref usa 'et al.'); DOI do texto bruto (CERN Yellow Report Monograph, nao e journal tradicional)."
U0230,OK,1411140,The In-Medium Similarity Renormalization Group: A Novel Ab Initio Method for Nuclei,"Hergert, H.",5,2016,2015-12-21,,,"Phys.Rept.,621,165-222",551,444,article,"j+Phys.Rept.,621,165","Sem arXiv no raw; primeira tentativa por titulo (q=t+In-Medium+Similarity+Renormalization+Group) devolveu registro errado (Deformed IMSRG, 2022, TOTAL=45); refeito por journal (prioridade da cadeia) com sucesso: titulo e ano batem exatamente."
U0231,OK,1472086,Solar Neutrino Measurements in Super-Kamiokande-IV,"Abe, K.",,2016,2016-06-23,1606.07538,,"Phys.Rev.D,94,052010",506,396,article,arxiv:1606.07538,Colaboracao Super-Kamiokande; raw ref so da journal (sem titulo); validado por journal+ano identicos.
U0232,OK,1471558,Double beta decays into excited states in 110Pd and 102Pd,"Lehnert, B.",7,2016,2016-06-21,1606.06616,,"J.Phys.G,43,115201",7,5,article,arxiv:1606.06616,Autor/journal do texto bruto.
U0233,OK,1452550,Dilepton bounds on left-right symmetry at the LHC run II and neutrinoless double beta decay,"Lindner, Manfred",3,2016,2016-04-25,1604.07419,,"Phys.Lett.B,762,190-195",50,38,article,arxiv:1604.07419,Autor/journal do texto bruto.
U0234,OK,1397003,"Measurements of pi+/-, K+/-, K0S, Lambda and proton production in proton-carbon interactions at 31 GeV/c with the NA61/SHINE spectrometer at the CERN SPS","Abgrall, N.",,2016,2015-10-09,1510.02703,,"Eur.Phys.J.C,76,84",166,76,article,arxiv:1510.02703,"Colaboracao NA61/SHINE; raw ref so da journal (sem titulo); journal+ano batem (earliest_date 2015, publicacao citada 2016, dentro da tolerancia)."
U0235,OK,1417077,Letter of intent for KM3NeT 2.0,"Adrian-Martinez, S.",,2016,2016-01-27,1601.07459,,"J.Phys.G,43,084001",1438,962,article,arxiv:1601.07459,Colaboracao KM3NeT; raw ref so da journal (sem titulo); validado por journal+ano identicos.
U0236,OK,1501729,"New limits on Bosonic Dark Matter, Solar Axions, Pauli Exclusion Principle Violation, and Electron Decay from the Majorana Demonstrator","Abgrall, N.",,2017,2016-12-02,1612.00886,,"Phys.Rev.Lett.,118,161801",108,59,article,arxiv:1612.00886,Colaboracao Majorana Demonstrator; titulo e journal batem exatamente com o raw; n_autores nao determinavel (raw usa 'et al.').
U0237,OK,1598468,Discovery probability of next-generation neutrinoless double-β decay experiments,"Agostini, M.",3,2017,2017-05-08,1705.02996,,"Phys.Rev.D,96,053001",209,184,article,arxiv:1705.02996,Autor/journal do texto bruto.
U0238,OK,1601928,CUORE Sensitivity to 0nu(beta)(beta) Decay,"Alduino, C.",,2017,2017-05-30,1705.10816,,"Eur.Phys.J.C,77,532",57,17,article,arxiv:1705.10816,Colaboracao CUORE; n_autores nao determinavel (raw ref usa 'et al.').
U0239,OK,1485401,Measurement of the Two-Neutrino Double Beta Decay Half-life of 130Te with the CUORE-0 Experiment,"Alduino, C.",,2017,2016-09-06,1609.01666,,"Eur.Phys.J.C,77,13",136,54,article,arxiv:1609.01666,"Colaboracao CUORE; earliest_date do preprint (2016) 1 ano antes da publicacao citada (2017), dentro da tolerancia."
U0240,OK,1597344,The projected background for the CUORE experiment,"Alduino, C.",,2017,2017-04-28,1704.08970,,"Eur.Phys.J.C,77,543",149,33,article,arxiv:1704.08970,Colaboracao CUORE; n_autores nao determinavel (raw ref usa 'et al.').
