uid,status,inspire_id,titulo_inspire,primeiro_autor,n_autores,ano_inspire,data_inspire,arxiv,doi,journal,citacoes,citacoes_sem_auto,tipo_doc,query_usada,obs
U0361,OK,1621429,"Improved measurement of 8B solar neutrinos with 1.5 kt·y of Borexino exposure",M. Agostini et al. (Borexino),,2017,2017-09-03,1709.00756,,"Phys.Rev.D 101, 062001",133,80,article,arxiv:1709.00756,"primeiro_autor e journal do PDF (raw); earliest_date 2017 vs preprint listado em 2020 no bloco (arXiv de 2017, publicado 2020) - diferenca preprint/publicacao > tolerancia mas arxiv id e titulo batem exatamente com a colaboracao Borexino citada; ano_inspire refere-se ao earliest_date do preprint arXiv:1709.00756"
U0362,OK,1823740,"Topmetal CMOS direct charge sensing plane for neutrinoless double-beta decay search in high-pressure gaseous TPC",Mei,,2020,2020-10-19,2010.09226,,,5,5,article,arxiv:2010.09226,"primeiro_autor e journal do PDF (raw, arXiv:2010.09226 physics.ins-det); titulo bate exatamente"
U0363,OK,1755255,"AXEL: High-pressure Xe gas TPC for BG-free 0nu2beta decay search",Obara,,2019,2019-09-20,1909.09343,,"Nucl.Instrum.Meth.A 958, 162803",9,9,article,arxiv:1909.09343,"primeiro_autor e journal do PDF (raw); titulo bate; ano_inspire 2019 (preprint) vs ano 2020 do bloco, dentro da tolerancia"
U0364,OK,1803577,"Precision Constraints for Three-Flavor Neutrino Oscillations from the Full MINOS+ and MINOS Dataset",P. Adamson et al. (MINOS+),,2020,2020-06-30,2006.15208,,"Phys.Rev.Lett. 125, 131802",142,124,article,arxiv:2006.15208,"primeiro_autor e journal do PDF (raw); ano bate (2020)"
U0365,OK,1766235,"Hints, neutrino bounds, and WDM constraints from SDSS DR14 Lyman-alpha and Planck full-survey data",Palanque-Delabrouille,,2019,2019-11-20,1911.09073,,"JCAP 04, 038",299,263,article,arxiv:1911.09073,"primeiro_autor e journal do PDF (raw); titulo bate; ano_inspire 2019 (preprint) vs ano 2020 do bloco, dentro da tolerancia"
U0366,OK,1779408,"Benchmarking 136Xe Neutrinoless beta-beta Decay Matrix Element Calculations with the 138Ba(p,t) Reaction",Rebeiro,,2020,2020-02-07,2002.02987,,,17,10,article,arxiv:2002.02987,"primeiro_autor do PDF (raw); titulo bate; ano bate (2020)"
U0367,OK,1784487,"Strength of the isoscalar pairing interaction determined by a relation between double-charge change and double-pair transfer for double-beta decay",Terasaki,,2020,2020-03-07,2003.03542,,"Phys.Rev.C 102, 044303",41,34,article,arxiv:2003.03542,"primeiro_autor e journal do PDF (raw); titulo bate; ano bate (2020)"
U0368,OK,1749709,"Ab Initio Treatment of Collective Correlations and the Neutrinoless Double Beta Decay of 48Ca",Yao,,2019,2019-08-15,1908.05424,,"Phys.Rev.Lett. 124, 232501",194,144,article,arxiv:1908.05424,"primeiro_autor e journal do PDF (raw); titulo bate; ano_inspire 2019 (preprint) vs ano 2020 do bloco, dentro da tolerancia"
U0369,OK,1804293,"Updated MiniBooNE neutrino oscillation results with increased data and new background studies",A. A. Aguilar-Arevalo et al. (MiniBooNE),,2020,2020-06-30,2006.16883,,"Phys.Rev.D 103, 052002",350,280,article,arxiv:2006.16883,"primeiro_autor e journal do PDF (raw); titulo do INSPIRE difere do texto da referencia bruta (que so cita journal/ano) mas e o mesmo artigo (preprint 2020, publicado PRD 103,052002 em 2021); ano_inspire refere-se ao earliest_date do preprint"
U0370,OK,1795886,"Search for sterile neutrinos with the Neutrino-4 experiment and measurement results",A. P. Serebrov et al.,,2020,2020-05-09,2005.05301,,"Phys.Rev.D 104, 032003",162,145,article,arxiv:2005.05301,"primeiro_autor (Serebrov, PI do experimento Neutrino-4) e journal do PDF (raw); titulo do INSPIRE refere-se ao experimento Neutrino-4 mas e o mesmo artigo (preprint 2020, publicado PRD 104,032003 em 2021); ano_inspire refere-se ao earliest_date do preprint"
U0371,OK,1892243,"The Large Enriched Germanium Experiment for Neutrinoless beta-beta Decay",Abgrall,,2021,2021-07-23,2107.11462,,,333,192,article,arxiv:2107.11462,"primeiro_autor do PDF (raw, colaboracao LEGEND); titulo do INSPIRE e forma abreviada do titulo completo (LEGEND-1000 Preconceptual Design Report); ano bate (2021)"
U0372,OK,1856627,"Measurement of the Positive Muon Anomalous Magnetic Moment to 0.46 ppm",Abi,,2021,2021-04-07,2104.03281,,"Phys.Rev.Lett. 126, 141801",2178,2009,article,arxiv:2104.03281,"primeiro_autor e journal do PDF (raw, colaboracao Muon g-2); titulo bate exatamente; ano bate (2021)"
U0373,OK,1856344,"JUNO physics and detector",Abusleme,,2021,2021-04-06,2104.02565,,"Prog.Part.Nucl.Phys. 123, 103927",582,283,article,arxiv:2104.02565,"primeiro_autor e journal do PDF (raw, colaboracao JUNO); titulo bate; ano bate (2021)"
U0374,OK,1796355,"Sensitivity of a tonne-scale NEXT detector for neutrinoless double beta decay searches",Adams,,2020,2020-05-13,2005.06467,,"JHEP 2021 (08), 164",108,65,article,arxiv:2005.06467,"primeiro_autor e journal do PDF (raw, colaboracao NEXT); titulo bate; ano_inspire 2020 (preprint) vs ano 2021 do bloco, dentro da tolerancia"
U0375,OK,1837923,"Measurement of the 2vbb Decay Half-Life of 130Te with CUORE",Adams,,2020,2020-12-21,2012.11749,,"Phys.Rev.Lett. 126, 171801",61,28,article,arxiv:2012.11749,"primeiro_autor e journal do PDF (raw, colaboracao CUORE); titulo bate; ano_inspire 2020 (preprint) vs ano 2021 do bloco, dentro da tolerancia"
U0376,OK,1838396,"Discovery probabilities of Majorana neutrinos based on cosmological data",Agostini,,2020,2020-12-27,2012.13938,,"Phys.Rev.D 103, 033008",10,4,article,arxiv:2012.13938,"primeiro_autor e journal do PDF (raw); titulo bate exatamente; ano_inspire 2020 (preprint) vs ano 2021 do bloco, dentro da tolerancia"
U0377,OK,1887890,"Testing the inverted neutrino mass ordering with neutrinoless double-beta decay",Agostini,,2021,2021-07-19,2107.09104,,"Phys.Rev.C 104, L042501",32,22,article,arxiv:2107.09104,"primeiro_autor e journal do PDF (raw); titulo bate exatamente; ano bate (2021)"
U0378,OK,1837071,"Search for Light Exotic Fermions in Double-Beta Decays",Agostini,,2020,2020-12-16,2012.09281,,"Phys.Lett.B 815, 136127",21,16,article,arxiv:2012.09281,"primeiro_autor e journal do PDF (raw); titulo bate exatamente; ano_inspire 2020 (preprint) vs ano 2021 do bloco, dentro da tolerancia"
U0379,OK,1848255,"Feebly-Interacting Particles: FIPs 2020 Workshop Report",Agrawal,,2021,2021-02-24,2102.12143,,"Eur.Phys.J.C 81, 1015",388,250,article,arxiv:2102.12143,"primeiro_autor e journal do PDF (raw); titulo bate exatamente; ano bate (2021)"
U0380,OK,1812757,"Low background measurement in CANDLES-III for studying the neutrino-less double beta decay of 48Ca",Ajimura,,2020,2020-08-20,2008.09288,,"Phys.Rev.D 103, 092008",35,21,article,arxiv:2008.09288,"primeiro_autor e journal do PDF (raw, colaboracao CANDLES); titulo bate exatamente; ano_inspire 2020 (preprint) vs ano 2021 do bloco, dentro da tolerancia"
