uid,status,inspire_id,titulo_inspire,primeiro_autor,n_autores,ano_inspire,data_inspire,arxiv,doi,journal,citacoes,citacoes_sem_auto,tipo_doc,query_usada,obs
U0161,OK,1232088,A non supersymmetric SO(10) grand unified model for all the physics below $M_{GUT}$,"Altarelli, Guido",2,2013,2013-05-05,1305.1001,10.1007/JHEP08(2013)021,"JHEP,08,021",150,140,article,arxiv:1305.1001,
U0162,OK,1217555,"Neutrino masses, dominant neutrinoless double beta decay, and observable lepton flavor violation in left-right models and SO(10) grand unification with low mass $W_R, Z_R$ bosons","Awasthi, Ram Lal",3,2013,2013-02-04,1302.0672,,"JHEP,08,122",96,61,article,arxiv:1302.0672,"Titulo confirmado via segunda consulta minimalista (fields=titles) apos extracoes divergentes na primeira chamada; DOI nao capturado pelo WebFetch, journal preenchido do texto bruto."
U0163,OK,1041471,Combined Analysis of all Three Phases of Solar Neutrino Data from the Sudbury Neutrino Observatory,"Aharmim, B.",107,2011,2011-09,1109.0763,10.1103/PhysRevC.88.025501,"Phys.Rev.C,88,025501",780,662,article,arxiv:1109.0763,"earliest_date do preprint (2011) e ~2 anos anterior ao ano da referencia (2013, publicacao); colaboracao grande (SNO), autor e DOI/journal (Phys.Rev.C88,025501) batem exatamente -> aceito conforme regra de tolerancia do protocolo."
U0164,OK,1216341,Ab initio no core shell model,"Barrett, Bruce R.",3,2013,2013-01-28,,10.1016/j.ppnp.2012.10.003,"Prog.Part.Nucl.Phys.,69,131",851,713,article,"j+Prog.Part.Nucl.Phys.,69,131","Sem arXiv informado; identificado por journal (Prog.Part.Nucl.Phys. 69,131). Autor e titulo batem exatamente."
U0165,OK,1207283,Systematic decomposition of the neutrinoless double beta decay operator,"Bonnet, Florian",4,2012,2012-12,1212.3045,,"JHEP,03,055",85,61,article,arxiv:1212.3045,DOI nao capturado pelo WebFetch (registro grande truncava o JSON); titulo confirmado via consulta minimalista (fields=titles).
U0166,OK,1225646,The Phenomenology of Right Handed Neutrinos,"Drewes, Marco",1,2013,2013-03-27,1303.6912,10.1142/S0218301313300191,"Int.J.Mod.Phys.E,22,1330019",415,366,article,arxiv:1303.6912,
U0167,OK,1239166,Fits to SO(10) Grand Unified Models,"Dueck, Alexander",2,2013,2013-06-19,1306.4468,,"JHEP,09,024",123,122,article,arxiv:1306.4468,DOI e titulo nao capturados de forma confiavel pelo WebFetch; titulo preenchido do texto bruto (autor e ano batem).
U0168,OK,1202987,Limit on Neutrinoless $\beta\beta$ Decay of $^{136}$Xe from the First Phase of KamLAND-Zen and Comparison with the Positive Claim in $^{76}$Ge,"Gando, A.",42,2012,2012-11,1211.3863,10.1103/PhysRevLett.110.062502,"Phys.Rev.Lett.,110,062502",594,549,article,arxiv:1211.3863,
U0169,OK,1223581,Sterile Neutrino Oscillations: The Global Picture,"Kopp, Joachim",4,2013,2013-03-12,1303.3011,10.1007/JHEP05(2013)050,"JHEP,05,050",623,584,article,arxiv:1303.3011,"Titulo corrigido via segunda consulta minimalista (fields=titles,dois); a primeira chamada devolveu titulo divergente por truncamento do JSON."
U0170,OK,1123119,Sterile Neutrino Fits to Short-Baseline Neutrino Oscillation Measurements,"Conrad, J.M.",5,2013,2013,1207.4765,10.1155/2013/163897,"Adv.High Energy Phys.,2013,163897",223,223,Review Article,arxiv:1207.4765,
U0171,OK,1203886,First Direct Double-Beta Decay Q-value Measurement of 82Se in Support of Understanding the Nature of the Neutrino,"Lincoln, David L.",10,2012,2012-11,1211.5659,10.1103/PhysRevLett.110.012501,"Phys.Rev.Lett.,110,012501",78,63,article,arxiv:1211.5659,
U0172,OK,1202491,Connecting Dirac and Majorana Neutrino Mass Matrices in the Minimal Left-Right Symmetric Model,"Nemevsek, Miha",3,2012,2012-11,1211.2837,10.1103/PhysRevLett.110.151802,"Phys.Rev.Lett.,110,151802",143,107,article,arxiv:1211.2837,
U0173,OK,1225291,The Nature of Massive Neutrinos,"Petcov, S.T.",1,2013,2013,1303.5819,10.1155/2013/852987,"Adv.High Energy Phys.,2013,852987",80,68,Review Article,arxiv:1303.5819,"inspire_id corrigido apos verificacao: primeira extracao confundiu o numero do artigo (852987, presente no DOI) com o inspire_id; id correto obtido via segunda consulta minimalista."
U0174,OK,1193932,Status and prospects of searches for neutrinoless double beta decay,"Schwingenheuer, Bernhard",1,2012,2012-10,1210.7432,10.1002/andp.201200222,"Annalen Phys.,525,269",90,83,article,arxiv:1210.7432,
U0175,OK,1265069,Observation of Electron Neutrino Appearance in a Muon Neutrino Beam,"Abe, K.",339,2013,2013-11-19,1311.4750,10.1103/PhysRevLett.112.061802,"Phys.Rev.Lett.,112,061802",794,559,article,arxiv:1311.4750,earliest_date do preprint (2013-11) e a referencia de 2014 correspondem a preprint x publicacao; DOI/journal batem exatamente.
U0176,OK,1243875,Measuring Directionality in Double-Beta Decay and Neutrino Interactions with Kiloton-Scale Scintillation Detectors,"Aberle, C.",5,2013,2013-07-22,1307.5813,10.1088/1748-0221/9/06/P06012,"JINST,9,P06012",73,47,article,arxiv:1307.5813,
U0177,OK,1246934,The Majorana Demonstrator Neutrinoless Double-Beta Decay Experiment,"Abgrall, N.",84,2013,2013-08-07,1308.1633,10.1155/2014/365432,"Adv.High Energy Phys.,2014,365432",266,168,article,arxiv:1308.1633,earliest_date do preprint (2013) e a referencia de 2014 correspondem a preprint x publicacao.
U0178,OK,1239980,Improved measurement of the 2νββ half-life of ¹³⁶Xe with the EXO-200 detector,"Albert, J.B.",97,2013,2013-06-25,1306.6106,10.1103/PhysRevC.89.015502,"Phys.Rev.C,89,015502",306,216,article,arxiv:1306.6106,earliest_date do preprint (2013) e a referencia de 2014 correspondem a preprint x publicacao.
U0179,OK,1298278,Enriched Zn$^{100}$MoO$_4$ scintillating bolometers to search for $0\nu2\beta$ decay of $^{100}$Mo with the LUMINEU experiment,"Barabash, A.S.",19,2014,2014-05-27,1405.6937,10.1140/epjc/s10052-014-3133-7,"Eur.Phys.J.C,74,3133",53,21,article,arxiv:1405.6937,
U0180,OK,1276550,Short-range correlation effects on the nuclear matrix element of neutrinoless double-β decay,"Benhar, Omar",3,2014,2014-01-09,1401.2030,10.1103/PhysRevC.90.065504,"Phys.Rev.C,90,065504",21,20,article,arxiv:1401.2030,
