uid,status,inspire_id,titulo_inspire,primeiro_autor,n_autores,ano_inspire,data_inspire,arxiv,doi,journal,citacoes,citacoes_sem_auto,tipo_doc,query_usada,obs
U0301,OK,1744770,CUPID pre-CDR,"Armstrong, W.R.",,2019,2019-07-22,1907.09376,,,187,88,report,arxiv:1907.09376,"primeiro_autor/n_autores/journal/tipo_doc do texto bruto (PDF), nao da API (autores omitidos da consulta por protocolo). Titulo bate exatamente com a referencia; earliest_date 2019 confere com o ano da ref (2019)."
U0302,OK,1712819,"The Search for Double Beta Decay With Germanium Detectors: Past, Present, and Future","Avignone, F.T.",2,2019,2019-01-09,1901.02805,,"Front.in Phys.,7,6",22,18,article,arxiv:1901.02805,"primeiro_autor/n_autores/journal/tipo_doc do texto bruto (PDF), nao da API (autores omitidos da consulta por protocolo). Titulo bate exatamente; ano confere (2019)."
U0303,OK,1730823,Background Model of the CUPID-0 Experiment,"Azzolini, O.",,2019,2019-04-23,1904.10397,,"Eur.Phys.J.,C79,583",71,13,article,arxiv:1904.10397,"primeiro_autor/n_autores/journal/tipo_doc do texto bruto (PDF), nao da API (autores omitidos da consulta por protocolo). Titulo bate exatamente com a referencia (CUPID-0); ano confere (2019)."
U0304,OK,1753096,Evidence of Single State Dominance in the Two-Neutrino Double-Beta Decay of 82Se with CUPID-0,"Azzolini, O.",,2019,2019-09-08,1909.03397,,"Phys.Rev.Lett.,123,262501",70,39,article,arxiv:1909.03397,"primeiro_autor/n_autores/journal/tipo_doc do texto bruto (PDF), nao da API (autores omitidos da consulta por protocolo). Titulo bate exatamente; ano confere (2019)."
U0305,OK,1739633,Final result of CUPID-0 phase-I in the search for the 82Se Neutrinoless Double-Beta Decay,"Azzolini, O.",,2019,2019-06-12,1906.05001,,"Phys.Rev.Lett.,123,032501",122,71,article,arxiv:1906.05001,"primeiro_autor/n_autores/journal/tipo_doc do texto bruto (PDF), nao da API (autores omitidos da consulta por protocolo). Titulo bate exatamente; ano confere (2019)."
U0306,OK,1754170,Benchmark neutrinoless double-beta decay matrix elements in a light nucleus,"Basili, R.A.M.",7,2019,2019-09-13,1909.06501,,,26,17,article,arxiv:1909.06501,"primeiro_autor/n_autores/journal/tipo_doc do texto bruto (PDF), nao da API (autores omitidos da consulta por protocolo). Referencia bruta nao cita journal (arXiv apenas). Titulo bate exatamente; ano confere (2019)."
U0307,OK,1768981,Sequential Heavy Ion Double Charge Exchange Reactions and the Link to Double Beta-decay,"Bellone, J.I.",5,2019,2019-12-06,1912.03043,,,3,3,article,arxiv:1912.03043,"primeiro_autor/n_autores/journal/tipo_doc do texto bruto (PDF), nao da API (autores omitidos da consulta por protocolo). Referencia bruta nao cita journal (arXiv apenas). Titulo bate exatamente; ano confere (2019)."
U0308,OK,1748698,Novel Opaque Scintillator for Neutrino Detection,"Buck, C.",3,2019,2019-08-09,1908.03334,,"JINST,14,P11007",30,19,article,arxiv:1908.03334,"primeiro_autor/n_autores/journal/tipo_doc do texto bruto (PDF), nao da API (autores omitidos da consulta por protocolo). Titulo bate exatamente; ano confere (2019)."
U0309,OK,1748575,Neutrino Physics with an Opaque Detector,"Cabrera, A.",,2019,2019-08-07,1908.02859,,,57,34,article,arxiv:1908.02859,"primeiro_autor/n_autores/journal/tipo_doc do texto bruto (PDF), nao da API (autores omitidos da consulta por protocolo). Referencia bruta nao cita journal (arXiv apenas). Titulo bate exatamente; ano confere (2019)."
U0310,OK,1680016,Imaging individual Ba atoms in solid xenon for barium tagging in nEXO,"Chambers, C.",,2018,2018-06-27,1806.10694,,"Nature,569,203",44,24,article,arxiv:1806.10694,"primeiro_autor/n_autores/journal/tipo_doc do texto bruto (PDF), nao da API (autores omitidos da consulta por protocolo). earliest_date 2018 (preprint) vs ano da ref 2019 (publicacao na Nature), dentro da tolerancia; titulo bate (abreviatura 'Ba' = barium)."
U0311,OK,1692396,Improved Measurement of the Reactor Antineutrino Flux at Daya Bay,"Adey, D.",,2018,2018-08-31,1808.10836,,"Phys.Rev.D,100,052004",77,36,article,arxiv:1808.10836,"primeiro_autor/n_autores/journal/tipo_doc do texto bruto (PDF), nao da API (autores omitidos da consulta por protocolo). Confirmado por segunda consulta independente q=j+Phys.Rev.D,100,052004, mesmo inspire_id/arxiv (1692396/1808.10836) — duas ancoras (arxiv + journal) batem. earliest_date 2018 (preprint) vs ano da ref 2019 (publicacao), dentro da tolerancia."
U0312,OK,1720046,Neutrinoless Double-Beta Decay: Status and Prospects,"Dolinski, M.J.",3,2019,2019-02-11,1902.04097,,"Ann.Rev.Nucl.Part.Sci.,69,219",678,641,article,arxiv:1902.04097,"primeiro_autor/n_autores/journal/tipo_doc do texto bruto (PDF), nao da API (autores omitidos da consulta por protocolo). Titulo bate exatamente; ano confere (2019). Referencia mais citada do bloco."
U0313,OK,1714003,Quantum mechanics aspects and subtleties of neutrino oscillations,"Akhmedov, E.",1,2019,2019-01-16,1901.05232,,,48,48,conference paper,arxiv:1901.05232,"primeiro_autor/n_autores/journal/tipo_doc do texto bruto (PDF), nao da API (autores omitidos da consulta por protocolo). Referencia bruta cita apenas o nome da conferencia (History of the Neutrino, Paris 2018), nao o titulo do paper; titulo real recuperado da API nao pode ser conferido contra a ref bruta, mas o arXiv id foi extraido diretamente da referencia (identificador exato, TOTAL=1) e o ano earliest_date 2019 confere com o ano da ref (2019) — autor Akhmedov consistente com a area (oscilacoes de neutrinos)."
U0314,OK,1764693,Uncertainty quantification of an empirical shell-model interaction using principal component analysis,"Fox, J.M.R.",2,2019,2019-11-12,1911.05208,,,22,17,article,arxiv:1911.05208,"primeiro_autor/n_autores/journal/tipo_doc do texto bruto (PDF), nao da API (autores omitidos da consulta por protocolo). Referencia bruta nao cita journal (arXiv apenas). Titulo bate exatamente; ano confere (2019)."
U0315,OK,1758439,Double Beta Decay APPEC Committee Report,"Giuliani, A.",7,2019,2019-10-10,1910.04688,,,84,74,report,arxiv:1910.04688,"primeiro_autor/n_autores/journal/tipo_doc do texto bruto (PDF), nao da API (autores omitidos da consulta por protocolo). Referencia bruta nao cita journal (relatorio de comite, arXiv apenas). Titulo bate exatamente; ano confere (2019)."
U0316,OK,1716584,eV-scale Sterile Neutrinos,"Giunti, C.",2,2019,2019-01-24,1901.08330,,"Ann.Rev.Nucl.Part.Sci.,69,163",219,194,article,arxiv:1901.08330,"primeiro_autor/n_autores/journal/tipo_doc do texto bruto (PDF), nao da API (autores omitidos da consulta por protocolo). Titulo bate exatamente; ano confere (2019)."
U0317,OK,1723866,High Pressure Gas Xenon TPCs for Double Beta Decay Searches,"Gomez-Cadenas, J.J.",3,2019,2019-03-06,1903.02435,,"Front.in Phys.,7,51",18,15,article,arxiv:1903.02435,"primeiro_autor/n_autores/journal/tipo_doc do texto bruto (PDF), nao da API (autores omitidos da consulta por protocolo). Titulo bate exatamente; ano confere (2019)."
U0318,OK,1748708,Light Yield of Perovskite Nanocrystal-Doped Liquid Scintillator,"Graham, E.",6,2019,2019-07-23,1908.03564,10.1088/1748-0221/14/11/P11024,"JINST,14,P11024",19,16,article,arxiv:1908.03564,"primeiro_autor/n_autores/journal/tipo_doc do texto bruto (PDF), nao da API (autores omitidos da consulta por protocolo). DOI e journal (JINST 14, P11024) inferidos do DOI truncado na referencia bruta ('10.1088/1748- 0221/14/11/P11024', com quebra de linha no PDF); nao vieram da API. Titulo bate exatamente; ano confere (2019)."
U0319,OK,1705389,Detecting Cherenkov light from 1-2 MeV electrons in linear alkylbenzene,"Gruszko, J.",8,2018,2018-11-27,1811.11144,,"JINST,14,P02005",32,23,article,arxiv:1811.11144,"primeiro_autor/n_autores/journal/tipo_doc do texto bruto (PDF), nao da API (autores omitidos da consulta por protocolo). earliest_date 2018 (preprint) vs ano da ref 2019 (publicacao), dentro da tolerancia; titulo bate exatamente."
U0320,OK,1704652,First Direct Search for Inelastic Boosted Dark Matter with COSINE-100,"Ha, C.",,2018,2018-11-22,1811.09344,,"Phys.Rev.Lett.,122,131802",42,30,article,arxiv:1811.09344,"primeiro_autor/n_autores/journal/tipo_doc do texto bruto (PDF), nao da API (autores omitidos da consulta por protocolo). earliest_date 2018 (preprint) vs ano da ref 2019 (publicacao), dentro da tolerancia; titulo bate exatamente."
