uid,status,inspire_id,titulo_inspire,primeiro_autor,n_autores,ano_inspire,data_inspire,arxiv,doi,journal,citacoes,citacoes_sem_auto,tipo_doc,query_usada,obs
U0461,NAO_ENCONTRADO,,,Harkins,2,,,,,"J. Am. Chem. Soc. 37, 1383-1396 (1915)",,,article,"j+J.Am.Chem.Soc.,37,1383; t+structure+complex+atoms+hydrogen-helium","Artigo de quimica (JACS), Harkins & Wilson; fora do escopo tipico do INSPIRE-HEP, nao indexado (esperado)."
U0462,NAO_ENCONTRADO,,,Rutherford,1,,,,,"Proc. Roy. Soc. Lond. A 97, 374-400 (1920) [Bakerian Lecture]",,,article,"j+Proc.Roy.Soc.Lond.A,97,374; t+bakerian+lecture+nuclear+constitution; t+nuclear+constitution+of+atoms","Nao localizado no INSPIRE; classico de fisica nuclear pre-1925, provavelmente nao indexado."
U0463,NAO_ENCONTRADO,,,Rutherford,1,,,,,"Nature 105, 500-501 (1920)",,,article,"j+Nature,105,500; t+nuclear+constitution+of+atoms; t+constitution+of+atoms+and+a+rutherford",Nao localizado no INSPIRE.
U0464,OK,1812248,The average energy of disintegration of radium E,Ellis,2,1927,1927-12,,,"Proc. Roy. Soc. Lond. A 117 (776), 109-123",164,164,article,"j+Proc.Roy.Soc.Lond.A,117,109",Ano e journal batem exatamente (Ellis & Wooster 1927).
U0465,OK,3518,The quantum theory of the electron,Dirac,1,1928,1928-01,,,"Proc. Roy. Soc. Lond. A 117, 610-624",1783,1783,article,"j+Proc.Roy.Soc.Lond.A,117,610",Titulo e journal batem exatamente com a referencia.
U0466,NAO_ENCONTRADO,,,Meitner,2,,,,,"Z. Phys. 60, 143-155 (1930)",,,article,"j+Z.Phys.,60,143; a+meitner+and+date+1930; t+absolute+determination+energy+primary+beta+rays+radium",Busca por autor retornou artigos diferentes de Meitner (Klein-Nishina); artigo correto nao localizado.
U0467,OK,45177,Dear radioactive ladies and gentlemen,Pauli,1,1930,1930-12-04,,,"carta a L. Meitner; publicada em Phys. Today 31N9, 27 (1978)",625,625,article,t+dear+radioactive+ladies+and+gentlemen,Match exato de titulo e ano (carta da neutrino de Pauli).
U0468,OK,2118,Nonadiabatic crossing of energy levels,Zener,1,1932,1932-07,,,"Proc. Roy. Soc. Lond. A137, 696",888,888,article,"j+Proc.Roy.Soc.Lond.A,137,696","Match exato de journal/vol/pagina (artigo classico de Zener, cruzamento nao-adiabatico)."
U0469,OK,28174,Possible Existence of a Neutron,Chadwick,1,1932,1932-02,,,"Nature 129, 312",782,782,article,"j+Nature,129,312",Match exato de titulo e journal.
U0470,NAO_ENCONTRADO,,,Stueckelberg,1,,,,,"Helv. Phys. Acta 5, 369 (1932)",,,article,"j+Helv.Phys.Acta,5,369; a+stueckelberg,+e","Busca por autor retornou 26 resultados (nenhum de 1932); busca ampla demais, descartada por risco de falso positivo."
