uid,status,inspire_id,titulo_inspire,primeiro_autor,n_autores,ano_inspire,data_inspire,arxiv,doi,journal,citacoes,citacoes_sem_auto,tipo_doc,query_usada,obs
U0681,OK,611858,Self-consistent mean-field models for nuclear structure,"Bender, M.",3,2003,2003-01,,,"Rev. Mod. Phys. 75, 121-180",2244,2027,article,"j+Rev.Mod.Phys.,75,121","Bender, Heenen, Reinhard 2003. Titulo (grafia com hifen) e journal batem exatamente com o raw."
U0682,OK,619584,Neutrino C-12 scattering in the ab initio shell model with a realistic three-body interaction,"Hayes, A.C.",3,2003,2003-05,,,"Phys. Rev. Lett. 91, 012502",49,25,article,"j+Phys.Rev.Lett.,91,012502","Hayes, Navratil, Vary 2003. Titulo (hifen em three-body) e journal batem exatamente."
U0683,OK,593689,Parameter-free effective field theory calculation for the solar proton-fusion and hep processes,"Park, T.S.",9,2003,2002-08,,,"Phys. Rev. C 67, 055206",242,169,article,"j+Phys.Rev.C,67,055206","Park et al. 2003. earliest_date=2002-08 e a data do preprint, 1 ano antes da publicacao 2003 - normal (preprint precede journal)."
U0684,OK,615654,Neutrinoless double beta decay and effective field theory,"Prezeau, G.",3,2003,2003-03,,,"Phys. Rev. D 68, 034016",189,159,article,"j+Phys.Rev.D,68,034016","Prezeau, Ramsey-Musolf, Vogel 2003. Titulo e journal batem exatamente."
U0685,OK,618049,On the uncertainty in the 0 nu beta beta decay nuclear matrix elements,"Rodin, V.A.",4,2003,2003-05,,,"Phys. Rev. C 68, 044302",244,181,article,"j+Phys.Rev.C,68,044302","Rodin, Faessler, Simkovic, Vogel 2003. Titulo e journal batem exatamente."
U0686,OK,646451,What can we learn from neutrinoless double beta decay experiments?,"Bahcall, J.N.",3,2004,2004-03,,,"Phys. Rev. D 70, 033012",81,79,article,"j+Phys.Rev.D,70,033012","Raw nao traz titulo (citacao truncada, so revista/vol/pag); Bahcall, Murayama, Pena-Garay 2004; journal e ano batem exatamente com o raw."
U0687,OK,1600856,Ultra-low background alpha particle counter using pulse shape analysis,"Warburton, W.K.",4,2004,2004,,,"IEEE Symposium Conference Record Nuclear Science 2004, Vol. 1, pp. 577-581",3,3,conference paper,t+Ultra-low+background+alpha+particle+counter+pulse+shape+analysis,"Busca por journal nao aplicavel (proceeding de conferencia, nao periodico); titulo bate exatamente, ano bate."
U0688,NAO_ENCONTRADO,,,"Aalseth, C.E.",1,,,,,"AIP Conf. Proc. - LRT 2004 workshop (Sudbury, Ontario, 12-14 Dec 2004)",,,conference paper,t+ultra-low-background+copper+production+clean+fabrication ; a+Aalseth+and+date+2005 ; t+copper+production+fabrication+radioactivity,"Contribuicao de workshop (AIP Conf. Proc.) sobre producao de cobre ultra-puro; nenhuma das 3 buscas encontrou registro correspondente (buscas por titulo deram TOTAL=0; autor+data trouxe artigos de Aalseth sem relacao, ex. Majorana Ge-76). Provavelmente nao indexado individualmente no INSPIRE."
U0689,OK,644478,The Shell Model as Unified View of Nuclear Structure,"Caurier, E.",5,2005,2004-02,,,"Rev. Mod. Phys. 77, 427-488",1271,1124,article,"j+Rev.Mod.Phys.,77,427","Caurier, Martinez-Pinedo, Nowacki, Poves, Zuker. earliest_date=2004-02 e a data do preprint, ~1 ano antes da publicacao 2005 - normal."
U0690,NAO_ENCONTRADO,,,"Fleischmann, A.",3,,,,,"Cryogenic Particle Detection (Springer, ed. C. Enss), 2005, pp. 151-216",,,book chapter,t+Metallic+magnetic+calorimeters ; a+Fleischmann+and+date+2005 ; t+magnetic+calorimeters+and+a+fleischmann,"Capitulo de livro (Cryogenic Particle Detection, Springer 2005); buscas por titulo devolveram apenas artigos de outros anos (2000, 2009, 2018+) com o mesmo titulo generico, nenhum de 2005; busca por autor+data so trouxe colaboracoes HERA (Fleischmann homonimo). Capitulo especifico nao localizado, provavelmente nao indexado."
