uid,status,inspire_id,titulo_inspire,primeiro_autor,n_autores,ano_inspire,data_inspire,arxiv,doi,journal,citacoes,citacoes_sem_auto,tipo_doc,query_usada,obs
U0341,OK,1770924,Precise measurement of $2\nu\beta\beta$ decay of $^{100}$Mo with the CUPID-Mo detection technology,Armengaud,,2019,2019-12-16,1912.07272,,"Eur.Phys.J.C 80 (2020) 7, 674",62,24,article,arxiv:1912.07272,"primeiro_autor e journal do texto bruto (PDF), nao da API; ref diz ""et al."" -> n_autores em branco; preprint 2019, publicado 2020 (dentro da tolerancia)"
U0342,OK,1752922,The CUPID-Mo experiment for neutrinoless double-beta decay: performance and prospects,Armengaud,,2019,2019-09-06,1909.02994,,"Eur.Phys.J.C 80 (2020) 1, 44",117,52,article,arxiv:1909.02994,"primeiro_autor e journal do PDF; ""et al."" -> n_autores em branco; preprint 2019, publicado 2020 (tolerancia ok)"
U0343,OK,1830523,Search for periodic modulations of the rate of double-$\beta$ decay of Mo100 in the NEMO-3 detector,Arnold,,2020,2020-11-15,2011.07657,,,5,3,article,arxiv:2011.07657,"primeiro_autor do PDF (NEMO-3 collab, ""et al.""); n_autores em branco; ano bate exatamente"
U0344,OK,1764050,THEIA: an advanced optical neutrino detector,Askins,,2019,2019-11-08,1911.03501,,"Eur.Phys.J.C 80 (2020) 5, 416",214,133,article,arxiv:1911.03501,"primeiro_autor e journal do PDF (Theia collab, ""et al.""); n_autores em branco; preprint 2019, publicado 2020 (tolerancia ok)"
U0345,OK,1779524,"Deep Underground Neutrino Experiment (DUNE), Far Detector Technical Design Report, Volume I: Introduction to DUNE",B. Abi et al. (DUNE),,2020,2020-02-07,2002.02967,,"JINST 15 (2020) 08, T08008",792,340,article,arxiv:2002.02967,"primeiro_autor e journal do PDF (DUNE collab, ""et al.""); n_autores em branco; titulo API (relatorio tecnico publicado como artigo em JINST) diverge do texto da citacao mas ano e arXiv batem exatamente, TOTAL=1"
U0346,OK,1741216,The $0\nu2\beta$-decay CROSS experiment: preliminary results and prospects,Bandac,,2019,2019-06-24,1906.10233,,JHEP 01 (2020) 018,42,17,article,arxiv:1906.10233,"primeiro_autor e journal do PDF (CROSS collab, ""et al.""); n_autores em branco; preprint 2019, publicado 2020 (tolerancia ok)"
U0347,OK,1809166,Neutrinoless Double-Electron Capture,Blaum,8,2020,2020-07-29,2007.14908,,Rev.Mod.Phys. 92 (2020) 045007,68,41,article,arxiv:2007.14908,"primeiro_autor, n_autores (8 nomeados) e journal do PDF, nao da API; ano bate exatamente"
U0348,OK,1768962,Neutrinoless double beta decay versus other probes of heavy sterile neutrinos,Bolton,3,2019,2019-12-06,1912.03058,,JHEP 03 (2020) 170,256,216,article,arxiv:1912.03058,"primeiro_autor, n_autores (3 nomeados) e journal do PDF; preprint 2019, publicado 2020 (tolerancia ok)"
U0349,OK,1798640,Characterization of water-based liquid scintillator for Cherenkov and scintillation separation,Caravaca,4,2020,2020-05-30,2006.00173,,"Eur.Phys.J.C 80 (2020) 9, 867",58,40,article,arxiv:2006.00173,"primeiro_autor, n_autores (4 nomeados) e journal do PDF; ano bate exatamente"
U0350,OK,1818456,Analysis of Light Neutrino Exchange and Short-Range Mechanisms in $0\nu\beta\beta$ Decay,Deppisch,4,2020,2020-09-21,2009.10119,,"Phys.Rev.D 102 (2020) 9, 095016",134,106,article,arxiv:2009.10119,"primeiro_autor, n_autores (4 nomeados) e journal do PDF; ano bate exatamente"
U0351,OK,1788422,Searching for New Physics in Two-Neutrino Double Beta Decay,Deppisch,3,2020,2020-03-26,2003.11836,,"Phys.Rev.Lett. 125 (2020) 17, 171801",57,37,article,arxiv:2003.11836,"primeiro_autor, n_autores (3 nomeados) e journal do PDF; ano bate exatamente"
U0352,OK,1751567,Absorption of Fermionic Dark Matter by Nuclear Targets,Dror,3,2019,2019-08-28,1908.10861,,JHEP 02 (2020) 134,91,84,article,arxiv:1908.10861,"primeiro_autor, n_autores (3 nomeados) e journal do PDF; preprint 2019, publicado 2020 (tolerancia ok)"
U0353,OK,1809173,The fate of hints: updated global analysis of three-flavor neutrino oscillations,Esteban,5,2020,2020-07-27,2007.14792,,JHEP 09 (2020) 178,1665,1634,article,arxiv:2007.14792,"primeiro_autor, n_autores (5 nomeados) e journal do PDF; ano bate exatamente; titulo bate exatamente"
U0354,OK,1724463,Topological background discrimination in the PandaX-III neutrinoless double beta decay experiment,Galan,,2019,2019-03-10,1903.03979,,"J.Phys.G 47 (2020) 4, 045108",27,12,article,arxiv:1903.03979,"primeiro_autor e journal do PDF (""et al.""); n_autores em branco; preprint 2019, publicado 2020 (tolerancia ok)"
U0355,OK,1770821,Improved sterile neutrino constraints from the STEREO experiment with 179 days of reactor-on data,H. Almazán et al. (STEREO),,2019,2019-12-13,1912.06582,,"Phys.Rev.D 102 (2020) 5, 052002",175,144,article,arxiv:1912.06582,"primeiro_autor e journal do PDF (""et al.""); n_autores em branco; titulo raw da IC nao trazia titulo, so citacao de journal; arXiv exato e TOTAL=1 confirmam; preprint 2019, publicado 2020 (tolerancia ok)"
U0356,OK,1717203,First Double Chooz $\theta_{13}$ Measurement via Total Neutron Capture Detection,H. de Kerret et al. (Double Chooz),,2019,2019-01-27,1901.09445,,"Nature Phys. 16 (2020) 5, 558",260,190,article,arxiv:1901.09445,"primeiro_autor e journal do PDF (""et al.""); n_autores em branco; preprint 2019, publicado 2020 (tolerancia ok); titulo API confirma tema Double Chooz theta13"
U0357,OK,1753787,"Baryon Number, Lepton Number, and Operator Dimension in the SMEFT with Flavor Symmetries",Helset,2,2019,2019-09-12,1909.05853,,Phys.Lett.B 800 (2020) 135132,45,44,article,arxiv:1909.05853,"primeiro_autor, n_autores (2 nomeados) e journal do PDF; preprint 2019, publicado 2020 (tolerancia ok)"
U0358,OK,1795884,AMoRE: A search for neutrinoless double-beta decay of 100Mo using low-temperature molybdenum-containing crystal detectors,Lee,,2020,2020-05-12,2005.05567,,"JINST 15 (2020) 08, C08010",44,39,article,arxiv:2005.05567,"primeiro_autor e journal do PDF (AMoRE collab, unico nome listado sem coautores explicitos); n_autores em branco; ano e titulo batem exatamente"
U0359,OK,1807230,An explicit construction of the dimension-9 operator basis in the standard model effective field theory,Liao,2,2020,2020-07-16,2007.08125,,JHEP 11 (2020) 152,118,112,article,arxiv:2007.08125,"primeiro_autor, n_autores (2 nomeados) e journal do PDF; ano e titulo batem exatamente"
U0360,OK,1803362,Experimental evidence of neutrinos produced in the CNO fusion cycle in the Sun,M. Agostini et al. (BOREXINO),,2020,2020-06-26,2006.15115,,Nature 587 (2020) 577,266,189,article,arxiv:2006.15115,"primeiro_autor e journal do PDF (""et al.""); n_autores em branco; ano e titulo batem exatamente"
