uid,status,inspire_id,titulo_inspire,primeiro_autor,n_autores,ano_inspire,data_inspire,arxiv,doi,journal,citacoes,citacoes_sem_auto,tipo_doc,query_usada,obs
U0661,OK,425602,Aspects of chiral pion - nucleon physics,"Bernard, V., Kaiser, N. and Meissner, U.-G.",3,1996,1996-11,,,"Nucl. Phys. A 615, 483-500",319,216,article,"j+Nucl.Phys.A,615,483","earliest_date 1996-11 e a data do preprint; a publicacao citada no bruto e de 1997 (diferenca de 1 ano, normal para trabalhos com preprint). Titulo e journal batem exatamente."
U0662,NAO_ENCONTRADO,,,"Bolotnikov, A. and Ramsey, B.",2,,,,,"Nucl. Instrum. Meth. A 396 (3), 360-370",,,article,"j+Nucl.Instrum.Meth.A,396,360 / t+spectroscopic+properties+high-pressure+xenon / a+bolotnikov+and+date+1997","3 tentativas sem sucesso (journal, titulo, autor+date), todas com TOTAL=0. Artigo de instrumentacao (espectroscopia de xenonio de alta pressao) parece nao estar indexado no INSPIRE-HEP (revista NIM A cobre instrumentacao geral, nem sempre indexada la)."
U0663,OK,260279,Quenching of spin matrix elements in nuclei,"Towner, I.S.",1,1987,1987-11,,,"Phys. Rept. 155, 263",342,323,article,"j+Phys.Rept.,155,263","ATENCAO: o bruto da tarefa lista ano=1997, mas a citacao bibliografica original (Phys. Rep. 155, 263) e da revisao classica de Towner publicada em 1987 (earliest_date=1987-11). Titulo e coordenada de journal (revista+vol+pagina) batem exatamente; interpretado como erro de digitacao no ano da tarefa/bruto (1997 por 1987), nao erro de busca. | Confirmado pelo Opus: j+Phys.Rept.,155,263 devolve TOTAL=1, recid 260279, 1987-11, titulo identico. O ano 1997 esta ERRADO NA PROPRIA BIBLIOGRAFIA da review do Agostini; o trabalho e de 1987. Ano corrigido para 1987 na coleta."
U0664,OK,455112,Double beta decay of Se-82,"Arnold, R. et al. (NEMO)",,1997,1997-11,,,"Nucl. Phys. A 636, 209-223",87,48,article,"j+Nucl.Phys.A,636,209",earliest_date 1997-11 e a data do preprint; publicacao citada e de 1998. Titulo bate exatamente (raw grafa 'Se- 82').
U0665,OK,471829,Measurement of the solar electron neutrino flux with the Homestake chlorine detector,"Cleveland, B.T. et al.",,1998,1998-03,,,"Astrophys. J. 496, 505",3143,3093,article,"j+Astrophys.J.,496,505",Citacao abreviada no bruto ('B. T. Cleveland et al.'). Mesmo artigo referenciado tambem em U0666 com autoria completa por outra review-fonte; duplicata esperada (mesmo inspire_id).
U0666,OK,471829,Measurement of the solar electron neutrino flux with the Homestake chlorine detector,"Cleveland, B.T., Daily, T., Davis, R. Jr., Distel, J.R., Lande, K., Lee, C.K., Wildenhain, P.S. and Ullman, J.",8,1998,1998-03,,,"Astrophys. J. 496, 505-526",3143,3093,article,"j+Astrophys.J.,496,505","Mesmo artigo de U0665 (Homestake), citado aqui com autoria completa; duplicata esperada entre as duas reviews-fonte, mesmo inspire_id. Ano e titulo batem exatamente."
U0667,OK,487596,Massive neutrinos in physics and astrophysics. Second edition,"Mohapatra, R.N. and Pal, P.B.",2,1998,1998,,,"World Sci. Lect. Notes Phys. 60, 1",153,150,book,t+massive+neutrinos+physics+and+astrophysics,"Livro/monografia (2a edicao). Encontrado diretamente por titulo (query de journal para serie de livros nao tentada); titulo, autores e ano batem exatamente. Erratum entre colchetes no bruto ([World Sci. Lect. Notes Phys.72,1(2004)], 3a edicao) ignorado conforme protocolo."
U0668,OK,475383,Weak-interaction and nuclear-structure aspects of nuclear double beta decay,"Suhonen, J. and Civitarese, O.",2,1998,1998,,,"Phys. Rept. 300, 123-214",723,547,article,"j+Phys.Rept.,300,123","Raw cita pagina 300,124; INSPIRE indexa a partir da pagina inicial 123 do mesmo volume/revista. Titulo (review classica de dupla desintegracao beta) e ano batem exatamente."
U0669,OK,514216,Double beta decay of Zr-96,"Arnold, R. et al. (NEMO)",,1999,1999,,,"Nucl. Phys. A 658, 299-312",92,68,article,"j+Nucl.Phys.A,658,299","Titulo, journal e ano batem exatamente com o bruto."
U0670,OK,502825,Towards a superformula for neutrinoless double beta decay,"Pas, H., Hirsch, M., Klapdor-Kleingrothaus, H.V. and Kovalenko, S.G.",4,1999,1999,,,"Phys. Lett. B 453, 194-198",141,100,article,"j+Phys.Lett.B,453,194","Titulo, journal e ano batem exatamente com o bruto."
U0671,OK,481586,GALLEX solar neutrino observations: Results for GALLEX IV,"Hampel, W. et al. (GALLEX)",,1998,1998-12,,,"Phys. Lett. B 447, 127-133",2019,1951,article,"j+Phys.Lett.B,447,127","Raw so traz citacao journal (sem titulo), ano impresso no bruto e 1999 mas earliest_date=1998-12 (diferenca de menos de 1 ano, normal). Journal/volume/pagina batem exatamente; titulo do INSPIRE consistente com colaboracao GALLEX."
U0672,OK,531254,Current IGEX results for neutrinoless double-beta decay of Ge-76,"Gonzalez, D. et al. (IGEX)",,2000,2000,,,"Nucl. Phys. B Proc. Suppl. 87, 278-280",32,14,proceedings,"j+Nucl.Phys.Proc.Suppl.,87,278",Titulo e ano batem exatamente com o bruto.
U0673,OK,503544,Shell model calculations of neutrino scattering from C-12,"Hayes, A.C. and Towner, I.S.",2,1999,1999-07,,,"Phys. Rev. C 61, 044603",95,92,article,"j+Phys.Rev.C,61,044603",earliest_date 1999-07 e a data do preprint; publicacao citada e de 2000. Titulo bate exatamente.
U0674,OK,523379,Microscopic theories of neutrino C-12 reactions,"Volpe, C., Auerbach, N., Colo, G., Suzuki, T. and Van Giai, N.",5,2000,2000-01,,,"Phys. Rev. C 62, 015501",140,115,article,"j+Phys.Rev.C,62,015501",Titulo e ano batem exatamente com o bruto.
U0675,OK,892537,The nuclear shell model towards the drip lines,"Brown, B.A.",1,2001,2001,,,"Prog. Part. Nucl. Phys. 47, 517-599",376,340,article,"j+Prog.Part.Nucl.Phys.,47,517",Titulo e ano batem exatamente com o bruto.
U0676,OK,531976,Neutrino deuteron scattering in effective field theory at next-to-next-to-leading order,"Butler, M., Chen, J.-W. and Kong, X.",3,2000,2000-08,,,"Phys. Rev. C 63, 035501",193,179,article,"j+Phys.Rev.C,63,035501","earliest_date 2000-08 e data do preprint; publicacao citada e de 2001. Titulo bate exatamente (raw grafa 'next-to-nextto-leading', typo tipografico do bruto)."
U0677,OK,554732,The Mainz neutrino mass experiment,"Bonn, J. et al.",,2001,2001,,,"Nucl. Phys. B Proc. Suppl. 91, 273",224,210,proceedings,"j+Nucl.Phys.Proc.Suppl.,91,273",Raw so traz citacao journal (sem titulo); Bonn e o autor principal do experimento de Mainz sobre massa do neutrino. Journal/volume/pagina/ano batem exatamente.
U0678,OK,532941,Neutrino reactions on deuteron,"Nakamura, S., Sato, T., Gudkov, V.P. and Kubodera, K.",4,2000,2000-09,,,"Phys. Rev. C 63, 034617",173,146,article,"j+Phys.Rev.C,63,034617",earliest_date 2000-09 e data do preprint; publicacao citada e de 2001. Titulo do INSPIRE ('...on deuteron') praticamente identico ao raw ('...on the deuteron').
U0679,OK,554751,Direct search for neutrino mass and anomaly in the tritium beta-spectrum: Status of 'Troitsk neutrino mass' experiment,"Lobashev, V.M. et al.",,2001,2001,,,"Nucl. Phys. B Proc. Suppl. 91, 280",269,267,proceedings,"j+Nucl.Phys.Proc.Suppl.,91,280",Raw so traz citacao journal (sem titulo); Lobashev lidera o experimento Troitsk sobre massa do neutrino. Journal/volume/pagina/ano batem exatamente.
U0680,OK,581439,Tables of double beta decay data: An update,"Tretyak, V.I. and Zdesenko, Yu.G.",2,2002,2002-01,,,"Atom. Data Nucl. Data Tabl. 80, 83-116",309,273,article,t+tables+double+beta+decay+data+update,"Busca por journal (Atom.Data.Nucl.Data.Tabl.,80,83) deu TOTAL=0; encontrado por titulo. Titulo e ano batem exatamente."
